Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,19.9,2771.7145,33.75,2
1,19.9,2572.182,33.75,2
2,27.75,2849.9584999999997,33.75,2
3,26.5,3043.074,33.75,2
4,17.4,2682.1775,33.75,2
5,37.55,2821.2245000000003,33.75,2
6,42.6,2964.4535,33.75,2
7,15.05,2746.049,33.75,2
8,36.85,2588.9235,33.75,2
9,59.2,3136.184,33.75,2
10,23.9,2677.544,33.75,2
11,20.6,2737.944,33.75,2
12,21.25,2774.2415,33.75,2
13,29.85,2546.848,33.75,2
14,38.0,2942.0235,33.75,2
15,24.85,2737.175,33.75,2
16,21.8,2540.8635,33.75,2
17,18.1,2584.4685,33.75,2
18,19.8,2757.1095,33.75,2
19,32.75,2977.986,33.75,2
20,22.65,2679.2225,33.75,2
21,29.7,2891.017,33.75,2
22,23.05,2873.3824999999997,33.75,2
23,22.65,2776.1594999999998,33.75,2
24,21.4,2437.892,33.75,2
25,15.8,2739.0935,33.75,2
26,19.5,2720.2295,33.75,2
27,18.9,2650.8515,33.75,2
28,23.4,2677.953,33.75,2
29,19.0,2704.8450000000003,33.75,2
30,25.75,2980.652,33.75,2
31,20.25,2681.2895,33.75,2
