Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,2.85,1841.1745,38.5625,2
1,8.05,1790.114,38.5625,2
2,8.45,1801.5565,38.5625,2
3,36.8,2214.8535,38.5625,2
4,4.45,2236.059,38.5625,2
5,16.4,1945.2820000000002,38.5625,2
6,6.5,1496.6375,38.5625,2
7,1.0,2333.2355,38.5625,2
8,10.95,2069.3385,38.5625,2
9,6.45,2390.898,38.5625,2
10,13.9,2631.4359999999997,38.5625,2
11,8.5,2537.3755,38.5625,2
12,12.5,1898.973,38.5625,2
13,23.25,3302.411,38.5625,2
14,4.55,1987.888,38.5625,2
15,31.7,1950.0465,38.5625,2
16,8.5,1796.3575,38.5625,2
17,14.0,2075.0475,38.5625,2
18,5.05,1892.1315,38.5625,2
19,6.85,2206.156,38.5625,2
20,4.45,1908.8519999999999,38.5625,2
21,4.05,1919.4140000000002,38.5625,2
22,2.0,1498.4585000000002,38.5625,2
23,8.45,1794.3654999999999,38.5625,2
24,0.0,1596.1515,38.5625,2
25,5.0,2518.7715,38.5625,2
26,7.5,2750.136,38.5625,2
27,0.0,2629.9615,38.5625,2
28,4.0,1929.5575,38.5625,2
29,29.45,3297.2214999999997,38.5625,2
30,8.5,1802.0805,38.5625,2
31,4.45,1937.3925,38.5625,2
