Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,15.35,2798.4605,35.9375,2
1,25.45,2628.7955,35.9375,2
2,12.4,2840.484,35.9375,2
3,19.45,2643.9085,35.9375,2
4,18.6,2720.7765,35.9375,2
5,27.35,2648.6459999999997,35.9375,2
6,12.45,3040.6234999999997,35.9375,2
7,37.75,2838.303,35.9375,2
8,32.2,2655.0545,35.9375,2
9,17.9,2577.2245,35.9375,2
10,58.65,3118.559,35.9375,2
11,31.95,2821.2380000000003,35.9375,2
12,9.95,2634.1825,35.9375,2
13,30.5,2813.6925,35.9375,2
14,13.2,2763.5135,35.9375,2
15,35.3,2974.3734999999997,35.9375,2
16,13.4,2838.7565,35.9375,2
17,17.3,2529.3225,35.9375,2
18,21.5,2822.2315,35.9375,2
19,17.95,2616.08,35.9375,2
20,46.3,2904.4295,35.9375,2
21,18.85,2660.483,35.9375,2
22,15.55,2890.2529999999997,35.9375,2
23,19.65,2701.889,35.9375,2
24,17.05,2746.7749999999996,35.9375,2
25,14.35,2583.7844999999998,35.9375,2
26,12.8,3119.7905,35.9375,2
27,16.35,2744.754,35.9375,2
28,12.95,2603.2585,35.9375,2
29,21.75,2788.1565,35.9375,2
30,15.9,2740.562,35.9375,2
31,3.5,2941.5545,35.9375,2
