Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,29.9,2758.9215000000004,35.6875,2
1,21.700000000000003,3281.5755,35.6875,2
2,20.0,2794.6099999999997,35.6875,2
3,18.9,3299.221,35.6875,2
4,45.5,2535.607,35.6875,2
5,51.3,3294.3435,35.6875,2
6,25.25,3299.4055,35.6875,2
7,19.0,3299.8225,35.6875,2
8,20.95,3296.118,35.6875,2
9,24.25,2491.0294999999996,35.6875,2
10,43.0,2478.9415,35.6875,2
11,17.35,3308.6225000000004,35.6875,2
12,22.0,3296.8345,35.6875,2
13,37.5,2809.7709999999997,35.6875,2
14,18.4,3247.8185000000003,35.6875,2
15,44.95,2788.124,35.6875,2
16,25.0,2747.6525,35.6875,2
17,20.5,2784.1785,35.6875,2
18,18.4,2783.997,35.6875,2
19,16.85,2945.0200000000004,35.6875,2
20,26.700000000000003,2824.3565,35.6875,2
21,28.549999999999997,3296.258,35.6875,2
22,18.4,2900.077,35.6875,2
23,20.200000000000003,3294.929,35.6875,2
24,18.3,3288.165,35.6875,2
25,38.9,2379.7709999999997,35.6875,2
26,20.3,2479.414,35.6875,2
27,17.15,3300.858,35.6875,2
28,18.4,3296.1285,35.6875,2
29,11.5,2843.3985000000002,35.6875,2
30,16.2,3287.7605,35.6875,2
31,13.4,2834.8554999999997,35.6875,2
