Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,31.45,3300.831,34.0625,2
1,37.0,2759.6915,34.0625,2
2,35.15,2544.399,34.0625,2
3,27.5,2481.843,34.0625,2
4,30.5,3260.4165000000003,34.0625,2
5,43.45,3286.0395,34.0625,2
6,36.55,2858.443,34.0625,2
7,28.15,3311.4925,34.0625,2
8,52.75,3010.076,34.0625,2
9,26.8,2760.5640000000003,34.0625,2
10,42.2,3285.6255,34.0625,2
11,21.15,3279.2,34.0625,2
12,30.0,3238.3140000000003,34.0625,2
13,18.75,3305.5195000000003,34.0625,2
14,38.0,3299.126,34.0625,2
15,21.25,3243.8355,34.0625,2
16,49.75,3272.884,34.0625,2
17,30.450000000000003,3296.2825000000003,34.0625,2
18,28.5,2972.1065,34.0625,2
19,25.65,3300.3955,34.0625,2
20,30.450000000000003,3208.32,34.0625,2
21,30.299999999999997,3294.0695,34.0625,2
22,43.65,3298.184,34.0625,2
23,36.5,2964.7675,34.0625,2
24,20.65,2718.9359999999997,34.0625,2
25,23.5,2570.7995,34.0625,2
26,20.9,3296.4195,34.0625,2
27,44.0,3295.2105,34.0625,2
28,25.25,3238.7415,34.0625,2
29,21.95,1650.124,34.0625,2
30,24.85,2819.9085,34.0625,2
31,40.75,3297.6215,34.0625,2
