Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,24.2,2616.163,34.0625,2
1,16.4,2402.951,34.0625,2
2,29.700000000000003,2047.6705,34.0625,2
3,23.1,2336.1985,34.0625,2
4,14.9,2502.5744999999997,34.0625,2
5,16.1,1577.1280000000002,34.0625,2
6,21.1,2439.4025,34.0625,2
7,52.8,3231.781,34.0625,2
8,5.5,2164.6549999999997,34.0625,2
9,10.5,2992.616,34.0625,2
10,9.45,2684.5015000000003,34.0625,2
11,4.95,2378.1075,34.0625,2
12,19.4,2985.2215,34.0625,2
13,38.55,2466.423,34.0625,2
14,14.5,2030.5860000000002,34.0625,2
15,10.5,2766.13,34.0625,2
16,11.0,2366.593,34.0625,2
17,16.4,2392.1185,34.0625,2
18,17.45,2657.559,34.0625,2
19,7.55,2350.5605,34.0625,2
20,18.0,2571.1400000000003,34.0625,2
21,16.1,1638.5149999999999,34.0625,2
22,18.15,2432.4804999999997,34.0625,2
23,14.0,3068.1305,34.0625,2
24,13.9,2748.308,34.0625,2
25,45.4,2778.546,34.0625,2
26,35.4,3265.787,34.0625,2
27,6.95,2391.137,34.0625,2
28,6.5,2780.215,34.0625,2
29,11.45,2458.7135,34.0625,2
30,15.850000000000001,1922.2595000000001,34.0625,2
31,9.45,2449.7535,34.0625,2
