Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,18.1,2816.958,34.5625,2
1,26.0,2725.443,34.5625,2
2,8.1,2726.6099999999997,34.5625,2
3,28.4,2875.2965000000004,34.5625,2
4,28.7,3080.2765,34.5625,2
5,14.8,2590.0265,34.5625,2
6,17.35,2772.581,34.5625,2
7,25.0,2833.4355,34.5625,2
8,9.95,2313.062,34.5625,2
9,22.25,2729.0240000000003,34.5625,2
10,34.0,2862.2844999999998,34.5625,2
11,35.5,3078.0635,34.5625,2
12,34.25,2612.1615,34.5625,2
13,23.450000000000003,2605.7084999999997,34.5625,2
14,16.3,2945.6800000000003,34.5625,2
15,33.15,3045.9575,34.5625,2
16,19.85,2550.7825000000003,34.5625,2
17,24.65,2618.8975,34.5625,2
18,21.4,2613.9809999999998,34.5625,2
19,41.5,2845.353,34.5625,2
20,14.350000000000001,2754.8424999999997,34.5625,2
21,16.25,2576.6735,34.5625,2
22,23.75,2958.2665,34.5625,2
23,20.4,2733.1054999999997,34.5625,2
24,16.3,2343.273,34.5625,2
25,38.85,2886.7445,34.5625,2
26,12.9,2808.233,34.5625,2
27,18.0,2944.7785000000003,34.5625,2
28,14.55,2464.3379999999997,34.5625,2
29,32.9,3035.1859999999997,34.5625,2
30,10.95,2792.9425,34.5625,2
31,18.9,2750.0405,34.5625,2
