Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,29.9,3295.8885,34.875,2
1,23.75,2747.379,34.875,2
2,19.5,3121.7709999999997,34.875,2
3,29.0,3125.7225,34.875,2
4,18.0,3236.5240000000003,34.875,2
5,18.8,3297.5795,34.875,2
6,24.9,3265.434,34.875,2
7,16.3,2507.6155,34.875,2
8,20.5,2736.2470000000003,34.875,2
9,40.4,2748.9355,34.875,2
10,30.4,2561.142,34.875,2
11,20.4,2553.9474999999998,34.875,2
12,32.8,2404.746,34.875,2
13,17.45,2744.5045,34.875,2
14,36.9,3295.4584999999997,34.875,2
15,20.8,3299.134,34.875,2
16,38.7,3292.619,34.875,2
17,29.3,2747.0649999999996,34.875,2
18,42.4,2795.114,34.875,2
19,21.4,3182.9855,34.875,2
20,24.450000000000003,3267.4485,34.875,2
21,24.85,3296.1835,34.875,2
22,12.3,3271.9515,34.875,2
23,21.3,2503.424,34.875,2
24,14.5,2746.627,34.875,2
25,27.25,2749.4255,34.875,2
26,20.9,3129.5190000000002,34.875,2
27,17.4,2543.7915000000003,34.875,2
28,14.95,2418.5215,34.875,2
29,17.0,3083.2650000000003,34.875,2
30,22.25,3298.242,34.875,2
31,23.4,3292.7605000000003,34.875,2
