Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,13.1,2563.324,35.75,2
1,10.5,2649.3419999999996,35.75,2
2,12.600000000000001,2732.831,35.75,2
3,11.4,2901.1255,35.75,2
4,25.95,2800.135,35.75,2
5,20.5,2650.1155,35.75,2
6,18.1,2886.905,35.75,2
7,35.75,2915.9475,35.75,2
8,15.350000000000001,2481.2650000000003,35.75,2
9,27.45,2914.5425,35.75,2
10,11.55,2507.5495,35.75,2
11,7.5,2803.5595000000003,35.75,2
12,32.85,3069.173,35.75,2
13,30.05,2765.2315,35.75,2
14,8.1,2579.242,35.75,2
15,9.5,2901.234,35.75,2
16,12.55,2359.1279999999997,35.75,2
17,10.95,2621.626,35.75,2
18,36.4,2761.66,35.75,2
19,20.1,2742.008,35.75,2
20,17.4,2762.9705,35.75,2
21,11.0,2605.8715,35.75,2
22,12.7,2845.9875,35.75,2
23,20.1,2838.4065,35.75,2
24,34.2,2672.559,35.75,2
25,42.0,3093.2295,35.75,2
26,8.55,2564.4669999999996,35.75,2
27,8.55,2663.433,35.75,2
28,32.5,2981.202,35.75,2
29,4.55,2817.37,35.75,2
30,8.45,2478.308,35.75,2
31,7.55,2696.798,35.75,2
