Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,31.799999999999997,2565.1725,34.1875,2
1,47.65,3277.4970000000003,34.1875,2
2,27.15,2540.5305,34.1875,2
3,27.15,2562.919,34.1875,2
4,31.3,3249.433,34.1875,2
5,27.0,3302.033,34.1875,2
6,29.35,1690.5525,34.1875,2
7,25.65,2912.8320000000003,34.1875,2
8,24.450000000000003,2803.3990000000003,34.1875,2
9,24.65,3298.0280000000002,34.1875,2
10,26.1,2888.3165,34.1875,2
11,24.6,3298.4565000000002,34.1875,2
12,23.95,2807.0325000000003,34.1875,2
13,21.2,3296.166,34.1875,2
14,48.95,2375.642,34.1875,2
15,6.55,3300.978,34.1875,2
16,23.0,2563.9335,34.1875,2
17,30.65,3300.94,34.1875,2
18,28.6,2378.1205,34.1875,2
19,28.15,2560.112,34.1875,2
20,20.6,3292.1855,34.1875,2
21,26.95,3299.8935,34.1875,2
22,22.75,2946.6945,34.1875,2
23,27.5,3299.8450000000003,34.1875,2
24,38.45,3296.3935,34.1875,2
25,41.25,3293.396,34.1875,2
26,31.4,3291.883,34.1875,2
27,9.5,2870.8495,34.1875,2
28,32.4,3300.1915,34.1875,2
29,19.6,3297.9979999999996,34.1875,2
30,14.45,2381.451,34.1875,2
31,42.3,3290.874,34.1875,2
