Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,46.75,2337.7470000000003,34.0625,2
1,23.6,2828.7725,34.0625,2
2,20.0,3111.5164999999997,34.0625,2
3,19.1,2662.538,34.0625,2
4,39.65,3073.577,34.0625,2
5,29.5,3296.659,34.0625,2
6,21.6,3209.689,34.0625,2
7,26.85,3295.8925,34.0625,2
8,19.6,2381.0525,34.0625,2
9,49.9,2836.8140000000003,34.0625,2
10,28.5,3181.785,34.0625,2
11,17.75,3293.892,34.0625,2
12,19.299999999999997,3299.0635,34.0625,2
13,20.6,3301.741,34.0625,2
14,38.9,2785.2105,34.0625,2
15,15.1,3293.9300000000003,34.0625,2
16,20.1,3291.8265,34.0625,2
17,20.6,3294.2865,34.0625,2
18,20.15,3297.9725,34.0625,2
19,22.25,3293.6440000000002,34.0625,2
20,22.5,3292.7275,34.0625,2
21,27.15,2053.081,34.0625,2
22,24.85,3294.558,34.0625,2
23,43.65,3273.1395,34.0625,2
24,31.5,2844.2124999999996,34.0625,2
25,19.1,2893.0085,34.0625,2
26,27.7,3299.683,34.0625,2
27,51.4,3278.6425,34.0625,2
28,14.0,3300.1055,34.0625,2
29,18.6,3299.3320000000003,34.0625,2
30,16.6,3302.6625,34.0625,2
31,20.0,3281.656,34.0625,2
