Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,23.65,2524.6485000000002,36.125,2
1,18.7,2464.83,36.125,2
2,26.25,2745.925,36.125,2
3,20.9,1907.1255,36.125,2
4,22.9,2786.611,36.125,2
5,28.8,2739.5365,36.125,2
6,36.65,1908.6365,36.125,2
7,18.0,2792.0415000000003,36.125,2
8,19.0,1603.0735,36.125,2
9,24.15,2438.556,36.125,2
10,8.55,2471.2985,36.125,2
11,15.05,2749.0875,36.125,2
12,38.25,2795.8015,36.125,2
13,31.35,2474.612,36.125,2
14,22.05,2823.9275,36.125,2
15,16.4,1584.725,36.125,2
16,20.6,1789.866,36.125,2
17,20.0,2655.1265000000003,36.125,2
18,14.55,2506.9505,36.125,2
19,17.5,2222.475,36.125,2
20,22.1,2617.407,36.125,2
21,48.4,2745.6994999999997,36.125,2
22,27.25,2249.9305,36.125,2
23,21.0,2511.9094999999998,36.125,2
24,17.5,1556.7359999999999,36.125,2
25,18.6,2367.953,36.125,2
26,16.9,2745.474,36.125,2
27,37.9,2434.7345,36.125,2
28,20.9,2885.246,36.125,2
29,15.5,2476.0895,36.125,2
30,19.8,3271.5095,36.125,2
31,30.55,1872.437,36.125,2
