Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,17.25,2774.1675,35.0625,2
1,8.1,2964.904,35.0625,2
2,21.0,2911.4905,35.0625,2
3,29.0,2752.354,35.0625,2
4,10.649999999999999,2579.9449999999997,35.0625,2
5,12.55,2699.5845,35.0625,2
6,38.7,2771.232,35.0625,2
7,15.6,2408.5655,35.0625,2
8,14.649999999999999,2319.2039999999997,35.0625,2
9,15.149999999999999,3078.758,35.0625,2
10,9.0,2968.56,35.0625,2
11,14.149999999999999,2788.8360000000002,35.0625,2
12,25.5,2775.6505,35.0625,2
13,31.0,2834.1220000000003,35.0625,2
14,26.5,3010.5445,35.0625,2
15,30.75,2855.7214999999997,35.0625,2
16,19.05,2663.584,35.0625,2
17,17.4,2802.3195,35.0625,2
18,44.6,2841.035,35.0625,2
19,11.05,2636.986,35.0625,2
20,12.1,2511.99,35.0625,2
21,17.6,2781.9415,35.0625,2
22,19.799999999999997,2768.014,35.0625,2
23,16.6,2445.309,35.0625,2
24,16.1,2271.8435,35.0625,2
25,43.65,2968.9629999999997,35.0625,2
26,22.1,2985.9955,35.0625,2
27,16.0,2680.594,35.0625,2
28,10.5,2664.5125,35.0625,2
29,9.4,2949.5249999999996,35.0625,2
30,34.35,2920.035,35.0625,2
31,18.5,2891.7200000000003,35.0625,2
