Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,24.25,2836.7285,34.25,2
1,18.6,2558.5335,34.25,2
2,35.55,3108.3965,34.25,2
3,23.1,1859.153,34.25,2
4,19.299999999999997,2266.282,34.25,2
5,18.7,1965.752,34.25,2
6,19.5,1923.163,34.25,2
7,25.1,2575.8410000000003,34.25,2
8,21.6,3294.2585,34.25,2
9,42.75,2807.0825,34.25,2
10,25.1,2873.3105,34.25,2
11,47.7,2874.4139999999998,34.25,2
12,19.65,2903.3165,34.25,2
13,20.8,2835.933,34.25,2
14,34.65,2907.243,34.25,2
15,50.0,3309.3644999999997,34.25,2
16,22.85,3096.9535,34.25,2
17,19.8,2924.8885,34.25,2
18,43.1,3037.9725,34.25,2
19,19.6,2250.0,34.25,2
20,20.5,2843.5135,34.25,2
21,22.6,2499.627,34.25,2
22,22.0,2380.4359999999997,34.25,2
23,47.15,2969.2725,34.25,2
24,28.950000000000003,2582.06,34.25,2
25,18.8,2738.33,34.25,2
26,16.05,2080.1589999999997,34.25,2
27,18.4,2693.598,34.25,2
28,20.9,2595.4225,34.25,2
29,19.9,2594.383,34.25,2
30,19.1,2644.6925,34.25,2
31,21.35,3091.1459999999997,34.25,2
