Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,28.25,3288.7304999999997,35.5,2
1,21.6,2466.184,35.5,2
2,24.1,1686.3415,35.5,2
3,21.1,1666.0355,35.5,2
4,17.1,3299.3545,35.5,2
5,22.8,1551.897,35.5,2
6,34.5,2880.268,35.5,2
7,19.0,2679.4085,35.5,2
8,20.4,3298.9635,35.5,2
9,44.05,2464.0434999999998,35.5,2
10,49.75,3304.4525000000003,35.5,2
11,38.75,2464.624,35.5,2
12,24.65,2101.213,35.5,2
13,23.6,3297.3605,35.5,2
14,17.1,2449.0635,35.5,2
15,20.1,1926.935,35.5,2
16,51.8,3275.1040000000003,35.5,2
17,17.75,2472.3485,35.5,2
18,16.25,1967.7689999999998,35.5,2
19,21.1,1682.886,35.5,2
20,31.3,3237.9224999999997,35.5,2
21,23.25,2219.5769999999998,35.5,2
22,30.35,2624.7555,35.5,2
23,24.35,3067.8195,35.5,2
24,36.2,3290.041,35.5,2
25,17.0,2722.6835,35.5,2
26,10.9,3300.3765000000003,35.5,2
27,23.35,2719.0879999999997,35.5,2
28,19.5,2514.5495,35.5,2
29,15.1,3291.752,35.5,2
30,17.0,3301.2655,35.5,2
31,15.7,2379.2655,35.5,2
