Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,22.2,3297.5969999999998,36.5,2
1,49.0,3226.1369999999997,36.5,2
2,44.9,3278.763,36.5,2
3,20.4,2816.904,36.5,2
4,20.1,2748.855,36.5,2
5,22.1,3305.6885,36.5,2
6,21.65,3295.096,36.5,2
7,19.5,2749.2695,36.5,2
8,25.7,2432.268,36.5,2
9,28.2,2562.016,36.5,2
10,48.4,2859.5344999999998,36.5,2
11,24.4,3296.6915,36.5,2
12,22.0,2853.839,36.5,2
13,21.6,3298.2375,36.5,2
14,20.9,2382.901,36.5,2
15,19.6,2695.4809999999998,36.5,2
16,21.6,3298.906,36.5,2
17,26.25,3287.9975,36.5,2
18,27.4,3303.4235,36.5,2
19,20.6,3293.063,36.5,2
20,26.0,2750.5834999999997,36.5,2
21,22.5,3300.0555000000004,36.5,2
22,28.9,3296.876,36.5,2
23,21.1,2749.7425000000003,36.5,2
24,51.75,2530.3095,36.5,2
25,21.6,2400.0695,36.5,2
26,21.4,3297.962,36.5,2
27,41.2,3299.9545,36.5,2
28,21.0,3298.9595,36.5,2
29,43.4,3297.5125,36.5,2
30,20.9,2606.911,36.5,2
31,45.0,2383.344,36.5,2
