Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,29.85,2149.5395,35.1875,2
1,46.349999999999994,3295.8765,35.1875,2
2,33.85,2239.1355,35.1875,2
3,32.2,2303.702,35.1875,2
4,31.5,2617.3885,35.1875,2
5,31.049999999999997,3298.4555,35.1875,2
6,31.85,2930.9435,35.1875,2
7,38.15,3013.7529999999997,35.1875,2
8,20.0,2379.182,35.1875,2
9,25.5,2273.429,35.1875,2
10,17.7,2616.8255,35.1875,2
11,38.0,2608.746,35.1875,2
12,27.35,3019.4065,35.1875,2
13,39.7,2383.201,35.1875,2
14,19.0,3301.6095,35.1875,2
15,22.0,3015.967,35.1875,2
16,30.85,2124.023,35.1875,2
17,48.0,3296.285,35.1875,2
18,29.3,2271.6175,35.1875,2
19,33.65,2237.167,35.1875,2
20,28.2,2618.8055,35.1875,2
21,38.7,3297.501,35.1875,2
22,31.75,2929.9805,35.1875,2
23,34.85,2978.99,35.1875,2
24,16.5,2382.2079999999996,35.1875,2
25,22.7,2834.742,35.1875,2
26,36.4,3298.3535,35.1875,2
27,32.1,3296.337,35.1875,2
28,16.5,2993.2455,35.1875,2
29,31.65,2382.8785,35.1875,2
30,35.1,3288.8334999999997,35.1875,2
31,24.3,3048.3509999999997,35.1875,2
