Process_CPU,Affined_Cores,Affined_Temperatures,Timestamp
489.4,"{0: 0.0, 1: 22.2, 2: 30.0, 3: 100.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 25.0, 11: 30.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 30.0, 16: 33.3, 17: 0.0, 18: 36.4, 19: 0.0, 20: 22.2, 21: 22.2, 22: 20.0, 23: 0.0, 24: 0.0, 25: 30.0, 26: 33.3, 27: 33.3, 28: 20.0, 29: 9.1, 30: 33.3, 31: 22.2, 32: 0.0, 33: 20.0, 34: 0.0, 35: 0.0, 36: 0.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 33.3, 43: 0.0, 44: 33.3, 45: 10.0, 46: 0.0, 47: 0.0, 48: 30.0, 49: 30.0, 50: 40.0, 51: 33.3, 52: 30.0, 53: 0.0, 54: 100.0, 55: 40.0, 56: 30.0, 57: 30.0, 58: 0.0, 59: 40.0, 60: 90.0, 61: 27.3, 62: 30.0, 63: 22.2}","{0: 35.1875, 1: 35.1875, 2: 35.1875, 3: 35.1875, 4: 35.1875, 5: 35.1875, 6: 35.1875, 7: 35.1875, 8: 35.1875, 9: 35.1875, 10: 35.1875, 11: 35.1875, 12: 35.1875, 13: 35.1875, 14: 35.1875, 15: 35.1875, 16: 35.1875, 17: 35.1875, 18: 35.1875, 19: 35.1875, 20: 35.1875, 21: 35.1875, 22: 35.1875, 23: 35.1875, 24: 35.1875, 25: 35.1875, 26: 35.1875, 27: 35.1875, 28: 35.1875, 29: 35.1875, 30: 35.1875, 31: 35.1875, 32: 35.1875, 33: 35.1875, 34: 35.1875, 35: 35.1875, 36: 35.1875, 37: 35.1875, 38: 35.1875, 39: 35.1875, 40: 35.1875, 41: 35.1875, 42: 35.1875, 43: 35.1875, 44: 35.1875, 45: 35.1875, 46: 35.1875, 47: 35.1875, 48: 35.1875, 49: 35.1875, 50: 35.1875, 51: 35.1875, 52: 35.1875, 53: 35.1875, 54: 35.1875, 55: 35.1875, 56: 35.1875, 57: 35.1875, 58: 35.1875, 59: 35.1875, 60: 35.1875, 61: 35.1875, 62: 35.1875, 63: 35.1875}",2025-03-12 20:20:37.976983
1019.1,"{0: 90.9, 1: 20.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 9.1, 7: 0.0, 8: 10.0, 9: 0.0, 10: 10.0, 11: 0.0, 12: 10.0, 13: 0.0, 14: 10.0, 15: 0.0, 16: 10.0, 17: 0.0, 18: 20.0, 19: 0.0, 20: 0.0, 21: 10.0, 22: 18.2, 23: 11.1, 24: 0.0, 25: 20.0, 26: 20.0, 27: 18.2, 28: 100.0, 29: 0.0, 30: 10.0, 31: 11.1, 32: 0.0, 33: 0.0, 34: 20.0, 35: 0.0, 36: 0.0, 37: 0.0, 38: 90.0, 39: 10.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 0.0, 44: 11.1, 45: 0.0, 46: 10.0, 47: 0.0, 48: 10.0, 49: 10.0, 50: 18.2, 51: 10.0, 52: 10.0, 53: 0.0, 54: 0.0, 55: 10.0, 56: 10.0, 57: 20.0, 58: 10.0, 59: 10.0, 60: 0.0, 61: 10.0, 62: 10.0, 63: 11.1}","{0: 35.1875, 1: 35.1875, 2: 35.1875, 3: 35.1875, 4: 35.1875, 5: 35.1875, 6: 35.1875, 7: 35.1875, 8: 35.1875, 9: 35.1875, 10: 35.1875, 11: 35.1875, 12: 35.1875, 13: 35.1875, 14: 35.1875, 15: 35.1875, 16: 35.1875, 17: 35.1875, 18: 35.1875, 19: 35.1875, 20: 35.1875, 21: 35.1875, 22: 35.1875, 23: 35.1875, 24: 35.1875, 25: 35.1875, 26: 35.1875, 27: 35.1875, 28: 35.1875, 29: 35.1875, 30: 35.1875, 31: 35.1875, 32: 35.1875, 33: 35.1875, 34: 35.1875, 35: 35.1875, 36: 35.1875, 37: 35.1875, 38: 35.1875, 39: 35.1875, 40: 35.1875, 41: 35.1875, 42: 35.1875, 43: 35.1875, 44: 35.1875, 45: 35.1875, 46: 35.1875, 47: 35.1875, 48: 35.1875, 49: 35.1875, 50: 35.1875, 51: 35.1875, 52: 35.1875, 53: 35.1875, 54: 35.1875, 55: 35.1875, 56: 35.1875, 57: 35.1875, 58: 35.1875, 59: 35.1875, 60: 35.1875, 61: 35.1875, 62: 35.1875, 63: 35.1875}",2025-03-12 20:20:40.312457
539.4,"{0: 0.0, 1: 20.0, 2: 22.2, 3: 0.0, 4: 30.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 20.0, 12: 0.0, 13: 0.0, 14: 20.0, 15: 0.0, 16: 22.2, 17: 0.0, 18: 30.0, 19: 0.0, 20: 33.3, 21: 22.2, 22: 27.3, 23: 20.0, 24: 30.0, 25: 30.0, 26: 0.0, 27: 30.0, 28: 88.9, 29: 30.0, 30: 30.0, 31: 100.0, 32: 0.0, 33: 0.0, 34: 0.0, 35: 0.0, 36: 0.0, 37: 0.0, 38: 100.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 0.0, 44: 20.0, 45: 0.0, 46: 0.0, 47: 0.0, 48: 30.0, 49: 30.0, 50: 30.0, 51: 20.0, 52: 30.0, 53: 22.2, 54: 30.0, 55: 0.0, 56: 22.2, 57: 22.2, 58: 20.0, 59: 30.0, 60: 20.0, 61: 10.0, 62: 30.0, 63: 20.0}","{0: 35.5625, 1: 35.5625, 2: 35.5625, 3: 35.5625, 4: 35.5625, 5: 35.5625, 6: 35.5625, 7: 35.5625, 8: 35.5625, 9: 35.5625, 10: 35.5625, 11: 35.5625, 12: 35.5625, 13: 35.5625, 14: 35.5625, 15: 35.5625, 16: 35.5625, 17: 35.5625, 18: 35.5625, 19: 35.5625, 20: 35.5625, 21: 35.5625, 22: 35.5625, 23: 35.5625, 24: 35.5625, 25: 35.5625, 26: 35.5625, 27: 35.5625, 28: 35.5625, 29: 35.5625, 30: 35.5625, 31: 35.5625, 32: 35.5625, 33: 35.5625, 34: 35.5625, 35: 35.5625, 36: 35.5625, 37: 35.5625, 38: 35.5625, 39: 35.5625, 40: 35.5625, 41: 35.5625, 42: 35.5625, 43: 35.5625, 44: 35.5625, 45: 35.5625, 46: 35.5625, 47: 35.5625, 48: 35.5625, 49: 35.5625, 50: 35.5625, 51: 35.5625, 52: 35.5625, 53: 35.5625, 54: 35.5625, 55: 35.5625, 56: 35.5625, 57: 35.5625, 58: 35.5625, 59: 35.5625, 60: 35.5625, 61: 35.5625, 62: 35.5625, 63: 35.5625}",2025-03-12 20:20:42.643905
829.1,"{0: 0.0, 1: 0.0, 2: 27.3, 3: 0.0, 4: 40.0, 5: 0.0, 6: 22.2, 7: 0.0, 8: 22.2, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 40.0, 14: 22.2, 15: 0.0, 16: 10.0, 17: 90.9, 18: 36.4, 19: 36.4, 20: 33.3, 21: 0.0, 22: 70.0, 23: 36.4, 24: 0.0, 25: 40.0, 26: 36.4, 27: 36.4, 28: 36.4, 29: 27.3, 30: 40.0, 31: 0.0, 32: 40.0, 33: 0.0, 34: 0.0, 35: 0.0, 36: 0.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 0.0, 44: 0.0, 45: 18.2, 46: 0.0, 47: 100.0, 48: 33.3, 49: 30.0, 50: 33.3, 51: 40.0, 52: 30.0, 53: 33.3, 54: 30.0, 55: 40.0, 56: 30.0, 57: 40.0, 58: 9.1, 59: 36.4, 60: 40.0, 61: 0.0, 62: 36.4, 63: 22.2}","{0: 35.4375, 1: 35.4375, 2: 35.4375, 3: 35.4375, 4: 35.4375, 5: 35.4375, 6: 35.4375, 7: 35.4375, 8: 35.4375, 9: 35.4375, 10: 35.4375, 11: 35.4375, 12: 35.4375, 13: 35.4375, 14: 35.4375, 15: 35.4375, 16: 35.4375, 17: 35.4375, 18: 35.4375, 19: 35.4375, 20: 35.4375, 21: 35.4375, 22: 35.4375, 23: 35.4375, 24: 35.4375, 25: 35.4375, 26: 35.4375, 27: 35.4375, 28: 35.4375, 29: 35.4375, 30: 35.4375, 31: 35.4375, 32: 35.4375, 33: 35.4375, 34: 35.4375, 35: 35.4375, 36: 35.4375, 37: 35.4375, 38: 35.4375, 39: 35.4375, 40: 35.4375, 41: 35.4375, 42: 35.4375, 43: 35.4375, 44: 35.4375, 45: 35.4375, 46: 35.4375, 47: 35.4375, 48: 35.4375, 49: 35.4375, 50: 35.4375, 51: 35.4375, 52: 35.4375, 53: 35.4375, 54: 35.4375, 55: 35.4375, 56: 35.4375, 57: 35.4375, 58: 35.4375, 59: 35.4375, 60: 35.4375, 61: 35.4375, 62: 35.4375, 63: 35.4375}",2025-03-12 20:20:44.978436
1118.7,"{0: 30.0, 1: 30.0, 2: 27.3, 3: 0.0, 4: 27.3, 5: 0.0, 6: 33.3, 7: 0.0, 8: 100.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 27.3, 14: 0.0, 15: 0.0, 16: 10.0, 17: 30.0, 18: 0.0, 19: 30.0, 20: 20.0, 21: 0.0, 22: 33.3, 23: 30.0, 24: 0.0, 25: 30.0, 26: 33.3, 27: 36.4, 28: 30.0, 29: 25.0, 30: 22.2, 31: 0.0, 32: 44.4, 33: 0.0, 34: 0.0, 35: 0.0, 36: 0.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 40.0, 43: 9.1, 44: 0.0, 45: 0.0, 46: 0.0, 47: 40.0, 48: 90.0, 49: 30.0, 50: 22.2, 51: 33.3, 52: 100.0, 53: 22.2, 54: 33.3, 55: 30.0, 56: 22.2, 57: 33.3, 58: 0.0, 59: 30.0, 60: 25.0, 61: 30.0, 62: 22.2, 63: 30.0}","{0: 35.5, 1: 35.5, 2: 35.5, 3: 35.5, 4: 35.5, 5: 35.5, 6: 35.5, 7: 35.5, 8: 35.5, 9: 35.5, 10: 35.5, 11: 35.5, 12: 35.5, 13: 35.5, 14: 35.5, 15: 35.5, 16: 35.5, 17: 35.5, 18: 35.5, 19: 35.5, 20: 35.5, 21: 35.5, 22: 35.5, 23: 35.5, 24: 35.5, 25: 35.5, 26: 35.5, 27: 35.5, 28: 35.5, 29: 35.5, 30: 35.5, 31: 35.5, 32: 35.5, 33: 35.5, 34: 35.5, 35: 35.5, 36: 35.5, 37: 35.5, 38: 35.5, 39: 35.5, 40: 35.5, 41: 35.5, 42: 35.5, 43: 35.5, 44: 35.5, 45: 35.5, 46: 35.5, 47: 35.5, 48: 35.5, 49: 35.5, 50: 35.5, 51: 35.5, 52: 35.5, 53: 35.5, 54: 35.5, 55: 35.5, 56: 35.5, 57: 35.5, 58: 35.5, 59: 35.5, 60: 35.5, 61: 35.5, 62: 35.5, 63: 35.5}",2025-03-12 20:20:47.304047
589.2,"{0: 40.0, 1: 9.1, 2: 10.0, 3: 20.0, 4: 30.0, 5: 0.0, 6: 0.0, 7: 30.0, 8: 0.0, 9: 0.0, 10: 36.4, 11: 0.0, 12: 0.0, 13: 22.2, 14: 0.0, 15: 0.0, 16: 10.0, 17: 33.3, 18: 0.0, 19: 33.3, 20: 33.3, 21: 30.0, 22: 40.0, 23: 40.0, 24: 0.0, 25: 40.0, 26: 0.0, 27: 40.0, 28: 0.0, 29: 40.0, 30: 40.0, 31: 90.0, 32: 40.0, 33: 0.0, 34: 0.0, 35: 0.0, 36: 0.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 100.0, 41: 33.3, 42: 0.0, 43: 0.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 40.0, 48: 33.3, 49: 90.0, 50: 40.0, 51: 40.0, 52: 37.5, 53: 10.0, 54: 40.0, 55: 0.0, 56: 22.2, 57: 44.4, 58: 40.0, 59: 40.0, 60: 30.0, 61: 40.0, 62: 33.3, 63: 30.0}","{0: 35.1875, 1: 35.1875, 2: 35.1875, 3: 35.1875, 4: 35.1875, 5: 35.1875, 6: 35.1875, 7: 35.1875, 8: 35.1875, 9: 35.1875, 10: 35.1875, 11: 35.1875, 12: 35.1875, 13: 35.1875, 14: 35.1875, 15: 35.1875, 16: 35.1875, 17: 35.1875, 18: 35.1875, 19: 35.1875, 20: 35.1875, 21: 35.1875, 22: 35.1875, 23: 35.1875, 24: 35.1875, 25: 35.1875, 26: 35.1875, 27: 35.1875, 28: 35.1875, 29: 35.1875, 30: 35.1875, 31: 35.1875, 32: 35.1875, 33: 35.1875, 34: 35.1875, 35: 35.1875, 36: 35.1875, 37: 35.1875, 38: 35.1875, 39: 35.1875, 40: 35.1875, 41: 35.1875, 42: 35.1875, 43: 35.1875, 44: 35.1875, 45: 35.1875, 46: 35.1875, 47: 35.1875, 48: 35.1875, 49: 35.1875, 50: 35.1875, 51: 35.1875, 52: 35.1875, 53: 35.1875, 54: 35.1875, 55: 35.1875, 56: 35.1875, 57: 35.1875, 58: 35.1875, 59: 35.1875, 60: 35.1875, 61: 35.1875, 62: 35.1875, 63: 35.1875}",2025-03-12 20:20:49.636396
369.6,"{0: 0.0, 1: 0.0, 2: 30.0, 3: 0.0, 4: 30.0, 5: 0.0, 6: 0.0, 7: 40.0, 8: 30.0, 9: 0.0, 10: 100.0, 11: 36.4, 12: 33.3, 13: 33.3, 14: 27.3, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 40.0, 20: 40.0, 21: 22.2, 22: 30.0, 23: 30.0, 24: 33.3, 25: 30.0, 26: 33.3, 27: 40.0, 28: 0.0, 29: 40.0, 30: 100.0, 31: 0.0, 32: 40.0, 33: 0.0, 34: 0.0, 35: 0.0, 36: 0.0, 37: 18.2, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 0.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 30.0, 48: 33.3, 49: 90.9, 50: 33.3, 51: 40.0, 52: 40.0, 53: 0.0, 54: 0.0, 55: 30.0, 56: 40.0, 57: 30.0, 58: 40.0, 59: 36.4, 60: 33.3, 61: 36.4, 62: 0.0, 63: 33.3}","{0: 35.3125, 1: 35.3125, 2: 35.3125, 3: 35.3125, 4: 35.3125, 5: 35.3125, 6: 35.3125, 7: 35.3125, 8: 35.3125, 9: 35.3125, 10: 35.3125, 11: 35.3125, 12: 35.3125, 13: 35.3125, 14: 35.3125, 15: 35.3125, 16: 35.3125, 17: 35.3125, 18: 35.3125, 19: 35.3125, 20: 35.3125, 21: 35.3125, 22: 35.3125, 23: 35.3125, 24: 35.3125, 25: 35.3125, 26: 35.3125, 27: 35.3125, 28: 35.3125, 29: 35.3125, 30: 35.3125, 31: 35.3125, 32: 35.3125, 33: 35.3125, 34: 35.3125, 35: 35.3125, 36: 35.3125, 37: 35.3125, 38: 35.3125, 39: 35.3125, 40: 35.3125, 41: 35.3125, 42: 35.3125, 43: 35.3125, 44: 35.3125, 45: 35.3125, 46: 35.3125, 47: 35.3125, 48: 35.3125, 49: 35.3125, 50: 35.3125, 51: 35.3125, 52: 35.3125, 53: 35.3125, 54: 35.3125, 55: 35.3125, 56: 35.3125, 57: 35.3125, 58: 35.3125, 59: 35.3125, 60: 35.3125, 61: 35.3125, 62: 35.3125, 63: 35.3125}",2025-03-12 20:20:51.965760
1208.5,"{0: 0.0, 1: 0.0, 2: 10.0, 3: 0.0, 4: 0.0, 5: 18.2, 6: 11.1, 7: 0.0, 8: 0.0, 9: 11.1, 10: 0.0, 11: 0.0, 12: 20.0, 13: 0.0, 14: 20.0, 15: 20.0, 16: 100.0, 17: 0.0, 18: 18.2, 19: 20.0, 20: 20.0, 21: 20.0, 22: 90.0, 23: 10.0, 24: 11.1, 25: 11.1, 26: 20.0, 27: 18.2, 28: 20.0, 29: 10.0, 30: 0.0, 31: 0.0, 32: 0.0, 33: 11.1, 34: 0.0, 35: 0.0, 36: 18.2, 37: 0.0, 38: 0.0, 39: 100.0, 40: 0.0, 41: 11.1, 42: 11.1, 43: 0.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 0.0, 48: 0.0, 49: 0.0, 50: 20.0, 51: 11.1, 52: 20.0, 53: 20.0, 54: 10.0, 55: 0.0, 56: 20.0, 57: 10.0, 58: 20.0, 59: 11.1, 60: 18.2, 61: 18.2, 62: 0.0, 63: 18.2}","{0: 35.0625, 1: 35.0625, 2: 35.0625, 3: 35.0625, 4: 35.0625, 5: 35.0625, 6: 35.0625, 7: 35.0625, 8: 35.0625, 9: 35.0625, 10: 35.0625, 11: 35.0625, 12: 35.0625, 13: 35.0625, 14: 35.0625, 15: 35.0625, 16: 35.0625, 17: 35.0625, 18: 35.0625, 19: 35.0625, 20: 35.0625, 21: 35.0625, 22: 35.0625, 23: 35.0625, 24: 35.0625, 25: 35.0625, 26: 35.0625, 27: 35.0625, 28: 35.0625, 29: 35.0625, 30: 35.0625, 31: 35.0625, 32: 35.0625, 33: 35.0625, 34: 35.0625, 35: 35.0625, 36: 35.0625, 37: 35.0625, 38: 35.0625, 39: 35.0625, 40: 35.0625, 41: 35.0625, 42: 35.0625, 43: 35.0625, 44: 35.0625, 45: 35.0625, 46: 35.0625, 47: 35.0625, 48: 35.0625, 49: 35.0625, 50: 35.0625, 51: 35.0625, 52: 35.0625, 53: 35.0625, 54: 35.0625, 55: 35.0625, 56: 35.0625, 57: 35.0625, 58: 35.0625, 59: 35.0625, 60: 35.0625, 61: 35.0625, 62: 35.0625, 63: 35.0625}",2025-03-12 20:20:54.288428
397.0,"{0: 20.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 33.3, 7: 36.4, 8: 0.0, 9: 0.0, 10: 33.3, 11: 0.0, 12: 25.0, 13: 0.0, 14: 70.0, 15: 0.0, 16: 100.0, 17: 0.0, 18: 25.0, 19: 25.0, 20: 33.3, 21: 33.3, 22: 0.0, 23: 30.0, 24: 0.0, 25: 25.0, 26: 0.0, 27: 25.0, 28: 33.3, 29: 30.0, 30: 33.3, 31: 33.3, 32: 30.0, 33: 0.0, 34: 10.0, 35: 0.0, 36: 30.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 10.0, 41: 0.0, 42: 0.0, 43: 0.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 0.0, 48: 20.0, 49: 0.0, 50: 33.3, 51: 33.3, 52: 22.2, 53: 33.3, 54: 90.0, 55: 30.0, 56: 36.4, 57: 30.0, 58: 33.3, 59: 33.3, 60: 30.0, 61: 30.0, 62: 30.0, 63: 25.0}","{0: 35.125, 1: 35.125, 2: 35.125, 3: 35.125, 4: 35.125, 5: 35.125, 6: 35.125, 7: 35.125, 8: 35.125, 9: 35.125, 10: 35.125, 11: 35.125, 12: 35.125, 13: 35.125, 14: 35.125, 15: 35.125, 16: 35.125, 17: 35.125, 18: 35.125, 19: 35.125, 20: 35.125, 21: 35.125, 22: 35.125, 23: 35.125, 24: 35.125, 25: 35.125, 26: 35.125, 27: 35.125, 28: 35.125, 29: 35.125, 30: 35.125, 31: 35.125, 32: 35.125, 33: 35.125, 34: 35.125, 35: 35.125, 36: 35.125, 37: 35.125, 38: 35.125, 39: 35.125, 40: 35.125, 41: 35.125, 42: 35.125, 43: 35.125, 44: 35.125, 45: 35.125, 46: 35.125, 47: 35.125, 48: 35.125, 49: 35.125, 50: 35.125, 51: 35.125, 52: 35.125, 53: 35.125, 54: 35.125, 55: 35.125, 56: 35.125, 57: 35.125, 58: 35.125, 59: 35.125, 60: 35.125, 61: 35.125, 62: 35.125, 63: 35.125}",2025-03-12 20:20:56.597850
99.9,"{0: 10.0, 1: 0.0, 2: 20.0, 3: 10.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 10.0, 12: 10.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 9.1, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 90.0, 23: 0.0, 24: 0.0, 25: 9.1, 26: 0.0, 27: 10.0, 28: 0.0, 29: 0.0, 30: 100.0, 31: 10.0, 32: 0.0, 33: 10.0, 34: 0.0, 35: 0.0, 36: 10.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 0.0, 44: 0.0, 45: 11.1, 46: 0.0, 47: 100.0, 48: 0.0, 49: 0.0, 50: 9.1, 51: 0.0, 52: 0.0, 53: 0.0, 54: 10.0, 55: 0.0, 56: 10.0, 57: 10.0, 58: 0.0, 59: 10.0, 60: 0.0, 61: 0.0, 62: 9.1, 63: 10.0}","{0: 35.1875, 1: 35.1875, 2: 35.1875, 3: 35.1875, 4: 35.1875, 5: 35.1875, 6: 35.1875, 7: 35.1875, 8: 35.1875, 9: 35.1875, 10: 35.1875, 11: 35.1875, 12: 35.1875, 13: 35.1875, 14: 35.1875, 15: 35.1875, 16: 35.1875, 17: 35.1875, 18: 35.1875, 19: 35.1875, 20: 35.1875, 21: 35.1875, 22: 35.1875, 23: 35.1875, 24: 35.1875, 25: 35.1875, 26: 35.1875, 27: 35.1875, 28: 35.1875, 29: 35.1875, 30: 35.1875, 31: 35.1875, 32: 35.1875, 33: 35.1875, 34: 35.1875, 35: 35.1875, 36: 35.1875, 37: 35.1875, 38: 35.1875, 39: 35.1875, 40: 35.1875, 41: 35.1875, 42: 35.1875, 43: 35.1875, 44: 35.1875, 45: 35.1875, 46: 35.1875, 47: 35.1875, 48: 35.1875, 49: 35.1875, 50: 35.1875, 51: 35.1875, 52: 35.1875, 53: 35.1875, 54: 35.1875, 55: 35.1875, 56: 35.1875, 57: 35.1875, 58: 35.1875, 59: 35.1875, 60: 35.1875, 61: 35.1875, 62: 35.1875, 63: 35.1875}",2025-03-12 20:20:58.929910
319.7,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 10.0, 6: 0.0, 7: 0.0, 8: 18.2, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 10.0, 17: 11.1, 18: 0.0, 19: 10.0, 20: 11.1, 21: 10.0, 22: 10.0, 23: 0.0, 24: 0.0, 25: 10.0, 26: 0.0, 27: 10.0, 28: 10.0, 29: 9.1, 30: 100.0, 31: 0.0, 32: 0.0, 33: 11.1, 34: 0.0, 35: 0.0, 36: 20.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 100.0, 43: 0.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 0.0, 48: 10.0, 49: 10.0, 50: 18.2, 51: 20.0, 52: 10.0, 53: 10.0, 54: 100.0, 55: 10.0, 56: 0.0, 57: 10.0, 58: 10.0, 59: 10.0, 60: 10.0, 61: 0.0, 62: 10.0, 63: 0.0}","{0: 35.0625, 1: 35.0625, 2: 35.0625, 3: 35.0625, 4: 35.0625, 5: 35.0625, 6: 35.0625, 7: 35.0625, 8: 35.0625, 9: 35.0625, 10: 35.0625, 11: 35.0625, 12: 35.0625, 13: 35.0625, 14: 35.0625, 15: 35.0625, 16: 35.0625, 17: 35.0625, 18: 35.0625, 19: 35.0625, 20: 35.0625, 21: 35.0625, 22: 35.0625, 23: 35.0625, 24: 35.0625, 25: 35.0625, 26: 35.0625, 27: 35.0625, 28: 35.0625, 29: 35.0625, 30: 35.0625, 31: 35.0625, 32: 35.0625, 33: 35.0625, 34: 35.0625, 35: 35.0625, 36: 35.0625, 37: 35.0625, 38: 35.0625, 39: 35.0625, 40: 35.0625, 41: 35.0625, 42: 35.0625, 43: 35.0625, 44: 35.0625, 45: 35.0625, 46: 35.0625, 47: 35.0625, 48: 35.0625, 49: 35.0625, 50: 35.0625, 51: 35.0625, 52: 35.0625, 53: 35.0625, 54: 35.0625, 55: 35.0625, 56: 35.0625, 57: 35.0625, 58: 35.0625, 59: 35.0625, 60: 35.0625, 61: 35.0625, 62: 35.0625, 63: 35.0625}",2025-03-12 20:21:01.251544
879.0,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 20.0, 10: 22.2, 11: 0.0, 12: 20.0, 13: 20.0, 14: 22.2, 15: 20.0, 16: 30.0, 17: 20.0, 18: 100.0, 19: 30.0, 20: 20.0, 21: 30.0, 22: 30.0, 23: 0.0, 24: 0.0, 25: 30.0, 26: 30.0, 27: 100.0, 28: 27.3, 29: 20.0, 30: 30.0, 31: 0.0, 32: 30.0, 33: 0.0, 34: 11.1, 35: 0.0, 36: 100.0, 37: 0.0, 38: 20.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 0.0, 44: 10.0, 45: 11.1, 46: 0.0, 47: 0.0, 48: 27.3, 49: 0.0, 50: 10.0, 51: 30.0, 52: 0.0, 53: 30.0, 54: 30.0, 55: 20.0, 56: 11.1, 57: 30.0, 58: 33.3, 59: 20.0, 60: 22.2, 61: 0.0, 62: 30.0, 63: 11.1}","{0: 35.1875, 1: 35.1875, 2: 35.1875, 3: 35.1875, 4: 35.1875, 5: 35.1875, 6: 35.1875, 7: 35.1875, 8: 35.1875, 9: 35.1875, 10: 35.1875, 11: 35.1875, 12: 35.1875, 13: 35.1875, 14: 35.1875, 15: 35.1875, 16: 35.1875, 17: 35.1875, 18: 35.1875, 19: 35.1875, 20: 35.1875, 21: 35.1875, 22: 35.1875, 23: 35.1875, 24: 35.1875, 25: 35.1875, 26: 35.1875, 27: 35.1875, 28: 35.1875, 29: 35.1875, 30: 35.1875, 31: 35.1875, 32: 35.1875, 33: 35.1875, 34: 35.1875, 35: 35.1875, 36: 35.1875, 37: 35.1875, 38: 35.1875, 39: 35.1875, 40: 35.1875, 41: 35.1875, 42: 35.1875, 43: 35.1875, 44: 35.1875, 45: 35.1875, 46: 35.1875, 47: 35.1875, 48: 35.1875, 49: 35.1875, 50: 35.1875, 51: 35.1875, 52: 35.1875, 53: 35.1875, 54: 35.1875, 55: 35.1875, 56: 35.1875, 57: 35.1875, 58: 35.1875, 59: 35.1875, 60: 35.1875, 61: 35.1875, 62: 35.1875, 63: 35.1875}",2025-03-12 20:21:03.587467
