Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,16.25,3089.843,34.8125,2
1,16.0,3058.1375,34.8125,2
2,12.0,3065.6369999999997,34.8125,2
3,21.0,3128.668,34.8125,2
4,11.5,2552.8035,34.8125,2
5,12.4,3175.9215,34.8125,2
6,10.1,2282.53,34.8125,2
7,16.6,1824.1059999999998,34.8125,2
8,7.55,3072.2095,34.8125,2
9,12.0,2763.3965,34.8125,2
10,6.6,3278.969,34.8125,2
11,12.0,3246.9605,34.8125,2
12,11.100000000000001,2765.5135,34.8125,2
13,23.6,3299.867,34.8125,2
14,17.35,3297.5945,34.8125,2
15,16.5,2354.8995,34.8125,2
16,10.05,2435.551,34.8125,2
17,21.75,2945.4570000000003,34.8125,2
18,12.0,3096.626,34.8125,2
19,28.799999999999997,2540.4964999999997,34.8125,2
20,49.95,2538.804,34.8125,2
21,14.6,1695.7685000000001,34.8125,2
22,16.2,1594.5815,34.8125,2
23,25.0,1909.5774999999999,34.8125,2
24,12.5,2530.353,34.8125,2
25,11.6,2759.8990000000003,34.8125,2
26,34.15,2813.871,34.8125,2
27,9.6,1849.7350000000001,34.8125,2
28,31.25,3295.3545000000004,34.8125,2
29,17.5,3295.5895,34.8125,2
30,30.5,3198.845,34.8125,2
31,4.95,2065.5745,34.8125,2
