Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,21.7,2796.8665,33.75,2
1,13.35,2618.577,33.75,2
2,18.6,2729.962,33.75,2
3,11.6,2639.4065,33.75,2
4,12.5,2830.736,33.75,2
5,13.9,2807.448,33.75,2
6,13.350000000000001,2787.342,33.75,2
7,9.95,2766.433,33.75,2
8,17.05,2736.7835,33.75,2
9,11.9,2850.2425000000003,33.75,2
10,40.35,3091.703,33.75,2
11,33.0,2965.6440000000002,33.75,2
12,12.4,2791.946,33.75,2
13,19.5,2758.3555,33.75,2
14,32.25,2947.499,33.75,2
15,31.9,3007.9705,33.75,2
16,47.0,2807.415,33.75,2
17,32.4,2811.0865,33.75,2
18,15.149999999999999,2831.8415,33.75,2
19,16.9,2611.5635,33.75,2
20,16.5,2742.9935,33.75,2
21,19.9,2719.423,33.75,2
22,15.649999999999999,2765.2495,33.75,2
23,28.25,2851.032,33.75,2
24,5.5,2939.982,33.75,2
25,16.0,2670.138,33.75,2
26,25.75,3080.6365,33.75,2
27,8.0,2708.2655,33.75,2
28,13.45,2840.45,33.75,2
29,2.55,2756.719,33.75,2
30,1.5,3072.6499999999996,33.75,2
31,9.55,2968.767,33.75,2
