Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,9.0,1589.5085,35.5625,2
1,17.0,1661.8195,35.5625,2
2,1.5,3302.4955,35.5625,2
3,8.9,2058.5695,35.5625,2
4,13.4,2212.39,35.5625,2
5,15.9,2483.2805,35.5625,2
6,15.350000000000001,2480.7175,35.5625,2
7,6.0,2186.1265,35.5625,2
8,14.45,2391.5205,35.5625,2
9,8.1,2321.8465,35.5625,2
10,1.0,1905.419,35.5625,2
11,9.0,1680.292,35.5625,2
12,8.5,2624.208,35.5625,2
13,23.75,1564.377,35.5625,2
14,7.5,2938.81,35.5625,2
15,8.4,2747.6099999999997,35.5625,2
16,17.0,1666.5895,35.5625,2
17,12.4,1670.527,35.5625,2
18,12.45,3295.392,35.5625,2
19,16.5,2012.245,35.5625,2
20,16.5,2013.9525,35.5625,2
21,8.9,2480.777,35.5625,2
22,9.4,2484.4539999999997,35.5625,2
23,44.55,2078.048,35.5625,2
24,23.25,2383.2105,35.5625,2
25,23.0,2506.9405,35.5625,2
26,9.0,1984.9119999999998,35.5625,2
27,35.35,1998.606,35.5625,2
28,16.5,2472.0299999999997,35.5625,2
29,1.5,2321.7929999999997,35.5625,2
30,9.5,2748.9995,35.5625,2
31,27.4,2591.447,35.5625,2
