Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,18.85,2661.5005,34.0,2
1,32.349999999999994,3027.0249999999996,34.0,2
2,17.3,2569.777,34.0,2
3,17.25,2798.2870000000003,34.0,2
4,19.5,2707.74,34.0,2
5,27.049999999999997,2755.672,34.0,2
6,32.25,3075.1305,34.0,2
7,19.4,2691.268,34.0,2
8,15.299999999999999,2432.5159999999996,34.0,2
9,18.1,2829.7255,34.0,2
10,38.4,3018.4625,34.0,2
11,15.5,2823.131,34.0,2
12,21.15,3047.2034999999996,34.0,2
13,29.0,2857.3410000000003,34.0,2
14,18.2,2688.433,34.0,2
15,25.1,2708.9565000000002,34.0,2
16,30.85,2757.1814999999997,34.0,2
17,35.25,2937.8689999999997,34.0,2
18,17.3,2668.761,34.0,2
19,22.65,2902.293,34.0,2
20,14.6,2870.6899999999996,34.0,2
21,18.9,2636.7039999999997,34.0,2
22,40.8,2917.4815,34.0,2
23,14.6,2730.6414999999997,34.0,2
24,17.7,2404.5389999999998,34.0,2
25,53.5,2825.9865,34.0,2
26,18.15,2972.9335,34.0,2
27,20.5,2871.202,34.0,2
28,38.05,3015.4515,34.0,2
29,31.9,2899.3075,34.0,2
30,21.6,2849.401,34.0,2
31,20.1,2726.105,34.0,2
