Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,43.8,3078.8549999999996,34.875,2
1,14.850000000000001,2745.9139999999998,34.875,2
2,17.45,2878.8715,34.875,2
3,17.4,2536.8135,34.875,2
4,20.0,2630.9570000000003,34.875,2
5,20.5,2953.0815000000002,34.875,2
6,13.6,2534.072,34.875,2
7,17.9,2878.846,34.875,2
8,18.4,2292.6805000000004,34.875,2
9,29.299999999999997,2672.038,34.875,2
10,12.9,2582.5245,34.875,2
11,25.4,3082.8765000000003,34.875,2
12,16.85,2756.736,34.875,2
13,19.3,2670.2405,34.875,2
14,27.55,2852.1515,34.875,2
15,31.9,2839.3255,34.875,2
16,32.3,2648.755,34.875,2
17,18.9,2790.49,34.875,2
18,56.0,2857.5725,34.875,2
19,15.55,2483.819,34.875,2
20,18.8,2755.0735,34.875,2
21,17.95,2712.3,34.875,2
22,17.3,2903.8695,34.875,2
23,17.0,2684.8665,34.875,2
24,22.0,2398.8085,34.875,2
25,17.8,2589.4335,34.875,2
26,16.15,2511.371,34.875,2
27,37.1,3129.509,34.875,2
28,18.8,2645.297,34.875,2
29,31.6,2924.1295,34.875,2
30,16.9,2705.8445,34.875,2
31,19.8,2907.8635,34.875,2
