Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,36.95,2352.2200000000003,35.1875,2
1,22.0,2276.987,35.1875,2
2,44.2,2359.6045,35.1875,2
3,27.15,2287.138,35.1875,2
4,23.1,3043.121,35.1875,2
5,22.1,2615.9705,35.1875,2
6,20.8,3142.2785000000003,35.1875,2
7,22.55,2375.6215,35.1875,2
8,20.6,2062.31,35.1875,2
9,22.95,1995.647,35.1875,2
10,46.25,2493.2555,35.1875,2
11,51.15,3261.991,35.1875,2
12,22.5,1996.955,35.1875,2
13,33.0,2467.8715,35.1875,2
14,41.85,2496.8514999999998,35.1875,2
15,24.4,2420.7705,35.1875,2
16,38.65,2689.4979999999996,35.1875,2
17,23.15,2363.046,35.1875,2
18,35.15,2681.931,35.1875,2
19,20.5,2374.4845,35.1875,2
20,15.1,3224.838,35.1875,2
21,20.1,2471.516,35.1875,2
22,18.6,3139.562,35.1875,2
23,22.9,2408.1655,35.1875,2
24,38.0,2392.7795,35.1875,2
25,21.1,2037.2075,35.1875,2
26,17.7,2501.6095,35.1875,2
27,17.1,3297.716,35.1875,2
28,24.5,2053.676,35.1875,2
29,17.8,3262.2225,35.1875,2
30,33.6,2488.42,35.1875,2
31,23.5,2392.07,35.1875,2
