Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,51.1,2896.4335,33.875,2
1,17.6,3274.147,33.875,2
2,9.05,2380.4265,33.875,2
3,23.6,3299.218,33.875,2
4,14.5,3307.5564999999997,33.875,2
5,15.75,3304.7129999999997,33.875,2
6,18.6,3302.3485,33.875,2
7,21.9,2748.5455,33.875,2
8,37.65,2370.2415,33.875,2
9,14.05,3303.3485,33.875,2
10,17.0,3301.17,33.875,2
11,53.0,3285.6365,33.875,2
12,12.05,2885.7335000000003,33.875,2
13,16.0,3314.7955,33.875,2
14,13.7,3300.9610000000002,33.875,2
15,20.25,2357.285,33.875,2
16,12.05,2341.9300000000003,33.875,2
17,23.75,3300.4404999999997,33.875,2
18,19.85,2374.632,33.875,2
19,18.65,2796.442,33.875,2
20,10.0,3296.1459999999997,33.875,2
21,12.0,3296.773,33.875,2
22,16.2,2908.9094999999998,33.875,2
23,25.3,2728.422,33.875,2
24,13.1,2383.196,33.875,2
25,17.5,3300.3320000000003,33.875,2
26,51.9,3283.058,33.875,2
27,17.4,3290.077,33.875,2
28,8.5,3297.883,33.875,2
29,30.55,3298.707,33.875,2
30,9.0,2880.7855,33.875,2
31,9.5,1853.3284999999998,33.875,2
