Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,26.75,2636.4725,35.25,2
1,59.45,3273.193,35.25,2
2,24.95,2356.7889999999998,35.25,2
3,50.2,3276.7754999999997,35.25,2
4,29.1,2504.2690000000002,35.25,2
5,27.65,1907.705,35.25,2
6,40.45,2175.0879999999997,35.25,2
7,35.7,1908.3795,35.25,2
8,31.65,2395.4570000000003,35.25,2
9,26.75,2652.457,35.25,2
10,46.7,2577.066,35.25,2
11,30.0,3298.1090000000004,35.25,2
12,50.35,2694.594,35.25,2
13,38.95,2663.9445,35.25,2
14,38.15,2682.6115,35.25,2
15,29.25,2647.6440000000002,35.25,2
16,34.35,2164.333,35.25,2
17,28.55,3287.161,35.25,2
18,31.5,1938.424,35.25,2
19,30.3,3267.487,35.25,2
20,26.1,2835.5145,35.25,2
21,33.5,1911.87,35.25,2
22,32.85,1953.4665,35.25,2
23,27.65,2403.968,35.25,2
24,29.65,2412.1875,35.25,2
25,29.65,2394.9825,35.25,2
26,31.45,2908.3705,35.25,2
27,63.15,3283.383,35.25,2
28,30.15,2905.0294999999996,35.25,2
29,31.65,2654.0095,35.25,2
30,27.3,2917.2475,35.25,2
31,27.75,2594.4155,35.25,2
