Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,5.6,1865.667,35.0625,2
1,47.95,2358.8145,35.0625,2
2,15.95,2477.671,35.0625,2
3,17.4,1648.6284999999998,35.0625,2
4,19.5,1564.6885,35.0625,2
5,16.75,1652.3964999999998,35.0625,2
6,11.45,1887.6325000000002,35.0625,2
7,12.6,1869.3335,35.0625,2
8,13.6,2491.758,35.0625,2
9,38.5,2636.876,35.0625,2
10,14.4,3167.9205,35.0625,2
11,35.95,3175.693,35.0625,2
12,5.45,3036.6555,35.0625,2
13,10.5,1633.955,35.0625,2
14,4.0,2001.9225,35.0625,2
15,28.6,2380.5585,35.0625,2
16,20.0,1736.158,35.0625,2
17,8.0,2378.2215,35.0625,2
18,11.5,2045.233,35.0625,2
19,10.6,2521.0955,35.0625,2
20,11.0,2458.8965,35.0625,2
21,12.5,2532.172,35.0625,2
22,32.5,2635.879,35.0625,2
23,9.95,3176.982,35.0625,2
24,12.0,2638.392,35.0625,2
25,3.5,2490.333,35.0625,2
26,21.1,2674.218,35.0625,2
27,9.55,2684.63,35.0625,2
28,28.55,2936.5420000000004,35.0625,2
29,11.5,3217.929,35.0625,2
30,11.6,1992.4370000000001,35.0625,2
31,8.45,2378.448,35.0625,2
