Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,21.95,2755.9995,34.125,2
1,31.95,3061.0744999999997,34.125,2
2,24.450000000000003,2828.8824999999997,34.125,2
3,27.25,2757.1515,34.125,2
4,30.95,2901.27,34.125,2
5,25.75,2763.792,34.125,2
6,28.6,2889.7105,34.125,2
7,23.65,3008.068,34.125,2
8,9.1,3049.4645,34.125,2
9,23.7,2692.035,34.125,2
10,14.7,2997.0654999999997,34.125,2
11,24.85,3064.7315,34.125,2
12,9.0,2663.4725,34.125,2
13,40.0,2767.061,34.125,2
14,14.6,2819.3235,34.125,2
15,16.25,2793.0204999999996,34.125,2
16,20.4,2816.968,34.125,2
17,42.5,3053.648,34.125,2
18,22.55,2757.184,34.125,2
19,18.85,2777.4385,34.125,2
20,22.299999999999997,2770.431,34.125,2
21,19.299999999999997,2691.7735000000002,34.125,2
22,18.25,2829.6935000000003,34.125,2
23,34.35,3171.0355,34.125,2
24,42.5,2774.705,34.125,2
25,14.6,2872.614,34.125,2
26,49.699999999999996,3163.165,34.125,2
27,14.65,3018.3325,34.125,2
28,16.15,2756.2485,34.125,2
29,10.0,2581.8545,34.125,2
30,8.55,2800.4245,34.125,2
31,14.1,2765.0325000000003,34.125,2
