Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,24.15,1967.995,33.375,2
1,53.55,2858.567,33.375,2
2,37.5,2478.4265,33.375,2
3,23.0,2155.829,33.375,2
4,26.8,1657.654,33.375,2
5,36.25,1922.202,33.375,2
6,22.6,1942.656,33.375,2
7,16.1,2370.389,33.375,2
8,24.85,2080.5165,33.375,2
9,26.25,2556.535,33.375,2
10,19.6,2868.235,33.375,2
11,24.4,3295.2555,33.375,2
12,24.1,1639.0529999999999,33.375,2
13,23.0,1826.2835,33.375,2
14,26.9,2471.927,33.375,2
15,33.85,2771.2725,33.375,2
16,19.85,1965.2785,33.375,2
17,35.35,2856.2749999999996,33.375,2
18,29.65,2764.0915,33.375,2
19,25.4,2620.3415,33.375,2
20,25.5,1954.9965,33.375,2
21,36.849999999999994,2059.071,33.375,2
22,25.55,2146.3235,33.375,2
23,15.2,2474.2865,33.375,2
24,18.6,2094.172,33.375,2
25,34.6,2550.6045,33.375,2
26,19.4,2094.536,33.375,2
27,56.45,3286.959,33.375,2
28,23.1,2343.9125,33.375,2
29,23.15,2573.4505,33.375,2
30,27.65,1729.737,33.375,2
31,19.9,2771.4260000000004,33.375,2
