Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,25.75,3186.0605,35.3125,2
1,20.1,2382.433,35.3125,2
2,22.4,2846.96,35.3125,2
3,26.2,2755.1805000000004,35.3125,2
4,8.5,2833.693,35.3125,2
5,14.7,2626.422,35.3125,2
6,8.5,3042.5885,35.3125,2
7,14.05,3307.1545,35.3125,2
8,16.9,2667.1890000000003,35.3125,2
9,18.2,2840.17,35.3125,2
10,16.6,3306.4030000000002,35.3125,2
11,15.6,3300.018,35.3125,2
12,30.0,2877.0190000000002,35.3125,2
13,6.0,3313.436,35.3125,2
14,32.5,3292.134,35.3125,2
15,28.5,3273.259,35.3125,2
16,10.6,2039.7875,35.3125,2
17,26.75,2355.0305,35.3125,2
18,12.45,2816.7740000000003,35.3125,2
19,14.5,2748.3450000000003,35.3125,2
20,15.4,3117.018,35.3125,2
21,8.0,2127.936,35.3125,2
22,53.449999999999996,3146.6975,35.3125,2
23,12.6,3062.0025,35.3125,2
24,12.5,2661.898,35.3125,2
25,13.95,3300.1594999999998,35.3125,2
26,11.05,3306.901,35.3125,2
27,12.95,3298.4385,35.3125,2
28,34.0,3288.52,35.3125,2
29,9.95,3299.5215,35.3125,2
30,13.0,3300.9674999999997,35.3125,2
31,8.95,3298.249,35.3125,2
