Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,41.15,2685.6955,35.5625,2
1,25.35,3297.5950000000003,35.5625,2
2,18.35,2865.6594999999998,35.5625,2
3,46.25,3294.8810000000003,35.5625,2
4,19.200000000000003,3295.3590000000004,35.5625,2
5,22.35,3297.35,35.5625,2
6,23.65,3298.7835,35.5625,2
7,19.5,2373.0975,35.5625,2
8,47.4,2727.892,35.5625,2
9,15.649999999999999,2382.8914999999997,35.5625,2
10,26.0,2346.6185,35.5625,2
11,24.4,3299.272,35.5625,2
12,24.5,3297.5575,35.5625,2
13,19.6,1897.5430000000001,35.5625,2
14,25.450000000000003,2671.3465,35.5625,2
15,30.5,3018.194,35.5625,2
16,18.25,3001.3985000000002,35.5625,2
17,15.149999999999999,3300.0675,35.5625,2
18,18.85,2747.9635,35.5625,2
19,39.15,3296.658,35.5625,2
20,30.25,3295.124,35.5625,2
21,42.35,3295.328,35.5625,2
22,24.8,3297.8725,35.5625,2
23,21.25,2237.7834999999995,35.5625,2
24,19.0,2779.797,35.5625,2
25,26.15,2383.3905,35.5625,2
26,20.700000000000003,2190.318,35.5625,2
27,19.5,3299.9285,35.5625,2
28,26.6,3299.6885,35.5625,2
29,45.5,1763.4535,35.5625,2
30,20.85,2715.2675,35.5625,2
31,22.3,2910.6055,35.5625,2
