Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,22.35,3306.6075,34.0,2
1,20.6,3277.1144999999997,34.0,2
2,20.4,3295.6445000000003,34.0,2
3,32.3,2491.8055,34.0,2
4,21.6,2221.216,34.0,2
5,21.5,2827.669,34.0,2
6,22.35,3303.9404999999997,34.0,2
7,22.8,3291.204,34.0,2
8,43.9,3270.425,34.0,2
9,34.400000000000006,1902.0230000000001,34.0,2
10,39.95,3286.8554999999997,34.0,2
11,15.350000000000001,3297.3235,34.0,2
12,14.55,3278.8720000000003,34.0,2
13,27.35,2886.7794999999996,34.0,2
14,17.95,3251.216,34.0,2
15,10.5,2760.9,34.0,2
16,24.85,3292.5879999999997,34.0,2
17,30.5,3288.507,34.0,2
18,40.25,3284.7255,34.0,2
19,38.15,2498.5735,34.0,2
20,18.7,2082.0115,34.0,2
21,21.299999999999997,2817.611,34.0,2
22,18.0,3276.9674999999997,34.0,2
23,20.4,3292.1130000000003,34.0,2
24,21.2,3279.7920000000004,34.0,2
25,16.5,1895.3894999999998,34.0,2
26,15.350000000000001,3293.1395,34.0,2
27,20.6,3282.837,34.0,2
28,29.8,3299.1895,34.0,2
29,23.0,2911.623,34.0,2
30,40.5,2788.598,34.0,2
31,38.05,2766.1059999999998,34.0,2
