Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,24.65,2656.7505,34.5625,2
1,18.9,2999.227,34.5625,2
2,14.5,2701.3145,34.5625,2
3,17.1,2533.1014999999998,34.5625,2
4,23.8,2802.5190000000002,34.5625,2
5,17.7,2556.2505,34.5625,2
6,18.55,2610.8424999999997,34.5625,2
7,19.2,2939.185,34.5625,2
8,29.9,2791.4425,34.5625,2
9,22.4,2792.6234999999997,34.5625,2
10,42.5,3037.0095,34.5625,2
11,25.9,2990.1885,34.5625,2
12,31.05,3035.9965,34.5625,2
13,27.700000000000003,2864.718,34.5625,2
14,11.6,2932.0429999999997,34.5625,2
15,11.1,2649.752,34.5625,2
16,42.6,2713.2555,34.5625,2
17,19.2,2644.727,34.5625,2
18,26.45,2734.6655,34.5625,2
19,20.0,2791.1805,34.5625,2
20,21.0,2671.832,34.5625,2
21,17.7,2610.5815000000002,34.5625,2
22,17.6,2714.9049999999997,34.5625,2
23,50.5,2947.494,34.5625,2
24,13.149999999999999,2645.3720000000003,34.5625,2
25,32.05,2893.1085,34.5625,2
26,15.0,2901.6375,34.5625,2
27,30.549999999999997,2915.9065,34.5625,2
28,15.95,2799.677,34.5625,2
29,15.1,2723.3959999999997,34.5625,2
30,17.25,2960.217,34.5625,2
31,10.65,2610.214,34.5625,2
