Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,23.25,2351.58,35.625,2
1,28.450000000000003,3221.2219999999998,35.625,2
2,26.0,2139.1710000000003,35.625,2
3,52.25,2368.375,35.625,2
4,23.4,2110.509,35.625,2
5,25.55,2656.8805,35.625,2
6,23.35,3299.353,35.625,2
7,32.3,2841.7925,35.625,2
8,47.3,2378.8865,35.625,2
9,41.8,3276.9815,35.625,2
10,31.549999999999997,2478.335,35.625,2
11,21.6,2994.4695,35.625,2
12,23.9,3300.5434999999998,35.625,2
13,24.5,3299.6414999999997,35.625,2
14,23.1,2375.4035000000003,35.625,2
15,51.6,3303.5115,35.625,2
16,23.75,2591.258,35.625,2
17,40.0,3291.2805,35.625,2
18,27.5,2799.237,35.625,2
19,20.5,2382.4185,35.625,2
20,22.75,2094.2290000000003,35.625,2
21,27.95,2630.1485000000002,35.625,2
22,24.1,3286.3289999999997,35.625,2
23,24.95,2794.245,35.625,2
24,22.299999999999997,2333.8105,35.625,2
25,23.25,3287.5780000000004,35.625,2
26,25.05,2333.7875000000004,35.625,2
27,24.9,3299.728,35.625,2
28,23.85,3299.8795,35.625,2
29,23.1,3286.7115,35.625,2
30,42.8,2783.5615,35.625,2
31,26.0,3298.9849999999997,35.625,2
