Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,25.75,2783.167,34.5625,2
1,44.0,2735.4285,34.5625,2
2,23.0,2797.076,34.5625,2
3,30.15,3295.0935,34.5625,2
4,26.35,3303.612,34.5625,2
5,29.15,2383.0675,34.5625,2
6,19.7,3304.3,34.5625,2
7,23.25,2421.5125,34.5625,2
8,22.75,2589.748,34.5625,2
9,21.3,3056.766,34.5625,2
10,18.6,2423.8385,34.5625,2
11,21.5,3305.8175,34.5625,2
12,21.4,2445.4765,34.5625,2
13,32.15,2781.654,34.5625,2
14,19.5,2835.633,34.5625,2
15,44.1,2420.8360000000002,34.5625,2
16,28.4,2767.7675,34.5625,2
17,34.6,2702.0015,34.5625,2
18,24.15,2514.8289999999997,34.5625,2
19,49.15,3272.9705,34.5625,2
20,17.9,3296.1955,34.5625,2
21,18.9,2440.602,34.5625,2
22,19.5,3297.581,34.5625,2
23,23.65,2769.591,34.5625,2
24,39.1,2386.2335000000003,34.5625,2
25,24.4,2837.4719999999998,34.5625,2
26,23.0,2526.3945000000003,34.5625,2
27,44.55,3264.301,34.5625,2
28,10.0,2631.4750000000004,34.5625,2
29,20.0,2847.183,34.5625,2
30,20.4,3284.3010000000004,34.5625,2
31,34.75,2526.9425,34.5625,2
