Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,32.35,2712.5885,35.5,2
1,28.15,2388.3265,35.5,2
2,39.3,2372.855,35.5,2
3,28.65,2146.8565,35.5,2
4,26.25,2159.2715,35.5,2
5,27.4,1847.423,35.5,2
6,56.2,3295.4485,35.5,2
7,26.3,2824.7709999999997,35.5,2
8,25.65,1958.0295,35.5,2
9,27.65,2779.058,35.5,2
10,32.65,1806.8944999999999,35.5,2
11,33.2,2858.2569999999996,35.5,2
12,36.55,2478.703,35.5,2
13,27.9,1873.759,35.5,2
14,58.1,2383.36,35.5,2
15,54.1,2328.6675,35.5,2
16,31.15,2912.102,35.5,2
17,22.2,2381.2235,35.5,2
18,46.5,2475.7605000000003,35.5,2
19,26.75,2081.6985,35.5,2
20,25.25,2148.953,35.5,2
21,29.25,1896.7154999999998,35.5,2
22,34.6,3283.7955,35.5,2
23,31.5,2824.3450000000003,35.5,2
24,25.9,1504.1215000000002,35.5,2
25,23.2,2601.221,35.5,2
26,20.4,2387.266,35.5,2
27,28.5,2858.3450000000003,35.5,2
28,40.9,1930.3215,35.5,2
29,28.8,2091.6585,35.5,2
30,27.849999999999998,2383.2555,35.5,2
31,34.95,2336.541,35.5,2
