Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,21.15,3283.006,35.0,2
1,44.05,3285.8959999999997,35.0,2
2,25.8,3297.3565,35.0,2
3,20.4,3304.3810000000003,35.0,2
4,27.5,3290.004,35.0,2
5,22.85,3297.6005,35.0,2
6,22.9,3295.4570000000003,35.0,2
7,31.85,3279.71,35.0,2
8,25.25,2388.1325,35.0,2
9,24.0,2765.798,35.0,2
10,24.0,3297.921,35.0,2
11,44.7,2761.053,35.0,2
12,28.75,3300.067,35.0,2
13,36.25,3306.2655,35.0,2
14,39.8,3298.526,35.0,2
15,21.4,3298.689,35.0,2
16,25.35,3295.056,35.0,2
17,35.15,3294.9655000000002,35.0,2
18,25.85,3297.3244999999997,35.0,2
19,20.5,2462.315,35.0,2
20,24.0,3299.8635,35.0,2
21,25.35,2596.666,35.0,2
22,22.1,3297.5175,35.0,2
23,50.7,3297.5820000000003,35.0,2
24,45.85,2386.316,35.0,2
25,24.9,2763.2575,35.0,2
26,22.75,2986.8329999999996,35.0,2
27,27.65,3295.576,35.0,2
28,18.1,3297.426,35.0,2
29,29.3,3297.734,35.0,2
30,38.8,3299.932,35.0,2
31,23.3,3286.245,35.0,2
