Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,13.15,2302.3360000000002,35.25,2
1,20.6,2491.231,35.25,2
2,29.15,2437.0175,35.25,2
3,15.05,2439.067,35.25,2
4,23.3,2565.518,35.25,2
5,20.0,2374.5595000000003,35.25,2
6,38.75,1979.2785000000001,35.25,2
7,26.0,2599.5085,35.25,2
8,31.4,2751.9215000000004,35.25,2
9,13.1,2240.997,35.25,2
10,20.05,2136.0925,35.25,2
11,17.3,2080.8215,35.25,2
12,35.65,3172.5095,35.25,2
13,17.3,2022.431,35.25,2
14,25.35,2429.7365,35.25,2
15,9.95,2976.4615,35.25,2
16,18.4,2120.9615,35.25,2
17,18.95,2392.496,35.25,2
18,18.9,2436.3655,35.25,2
19,11.9,2737.1675,35.25,2
20,50.0,2555.681,35.25,2
21,17.5,2374.437,35.25,2
22,18.0,1979.135,35.25,2
23,26.349999999999998,2401.56,35.25,2
24,17.45,2748.121,35.25,2
25,15.55,1959.9505000000001,35.25,2
26,13.95,2131.9535,35.25,2
27,18.4,2015.1425,35.25,2
28,34.45,3047.4255000000003,35.25,2
29,20.4,1894.5434999999998,35.25,2
30,27.4,2193.114,35.25,2
31,51.400000000000006,3292.682,35.25,2
