Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,15.95,3068.621,35.75,2
1,22.4,3304.9269999999997,35.75,2
2,20.6,3293.2039999999997,35.75,2
3,13.95,2808.4875,35.75,2
4,35.5,3298.8205,35.75,2
5,43.1,2725.7415,35.75,2
6,19.4,2750.0910000000003,35.75,2
7,25.7,2742.473,35.75,2
8,12.9,2361.4210000000003,35.75,2
9,19.5,2483.85,35.75,2
10,35.15,3289.4455,35.75,2
11,6.05,1799.431,35.75,2
12,49.5,2478.923,35.75,2
13,33.95,3288.424,35.75,2
14,13.850000000000001,2399.744,35.75,2
15,14.149999999999999,2000.849,35.75,2
16,22.5,3107.5775,35.75,2
17,17.4,3291.1765,35.75,2
18,15.05,3200.7775,35.75,2
19,13.6,2772.384,35.75,2
20,38.0,3049.2245000000003,35.75,2
21,13.45,2980.0429999999997,35.75,2
22,17.05,2742.6400000000003,35.75,2
23,29.299999999999997,2746.7035,35.75,2
24,23.45,2295.0985,35.75,2
25,12.05,2316.6455,35.75,2
26,8.1,2509.443,35.75,2
27,30.0,2098.0164999999997,35.75,2
28,16.35,2448.5385,35.75,2
29,17.1,3298.8685,35.75,2
30,15.75,2381.4775,35.75,2
31,22.75,2121.38,35.75,2
