Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,24.6,2531.518,34.75,2
1,33.1,2902.3435,34.75,2
2,41.4,2779.8965,34.75,2
3,24.35,2856.123,34.75,2
4,23.9,2649.518,34.75,2
5,24.0,2891.5105,34.75,2
6,23.25,2865.5820000000003,34.75,2
7,7.5,2695.1279999999997,34.75,2
8,9.35,2512.529,34.75,2
9,27.4,2995.763,34.75,2
10,29.5,3055.4595,34.75,2
11,17.75,2899.7465,34.75,2
12,20.9,2808.8115,34.75,2
13,13.5,2630.727,34.75,2
14,21.5,2689.343,34.75,2
15,20.9,2656.3599999999997,34.75,2
16,22.0,2682.7525,34.75,2
17,15.4,2710.2160000000003,34.75,2
18,21.4,2703.6785,34.75,2
19,35.349999999999994,2895.2785000000003,34.75,2
20,17.45,2579.301,34.75,2
21,15.45,2794.001,34.75,2
22,15.45,2605.5145,34.75,2
23,31.8,2890.5215,34.75,2
24,37.1,2612.2285,34.75,2
25,25.65,2957.268,34.75,2
26,11.4,2932.2645,34.75,2
27,14.0,2677.0135,34.75,2
28,25.95,2949.523,34.75,2
29,8.45,2719.8255,34.75,2
30,13.5,2851.48,34.75,2
31,23.45,2817.246,34.75,2
