Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,20.1,2711.353,35.25,2
1,49.1,2943.5445,35.25,2
2,19.6,2817.296,35.25,2
3,22.85,2528.954,35.25,2
4,23.2,2740.319,35.25,2
5,27.6,2606.8245,35.25,2
6,25.25,2693.0585,35.25,2
7,41.4,2929.1235,35.25,2
8,32.2,2859.233,35.25,2
9,25.6,2808.2955,35.25,2
10,33.25,3010.8535,35.25,2
11,21.0,2699.9155,35.25,2
12,26.15,2696.2635,35.25,2
13,39.65,2929.0,35.25,2
14,23.4,2711.6035,35.25,2
15,15.5,2622.1014999999998,35.25,2
16,21.0,2561.9449999999997,35.25,2
17,22.0,2881.4905,35.25,2
18,22.35,2879.45,35.25,2
19,20.6,2542.0235000000002,35.25,2
20,21.7,2816.9359999999997,35.25,2
21,19.1,2754.724,35.25,2
22,24.5,2711.0705,35.25,2
23,43.3,2902.0845,35.25,2
24,22.4,2508.5095,35.25,2
25,46.2,2937.5445,35.25,2
26,44.0,3046.1885,35.25,2
27,21.1,2750.6785,35.25,2
28,20.6,2712.522,35.25,2
29,38.3,2958.6415,35.25,2
30,16.35,2922.8325,35.25,2
31,16.6,2507.995,35.25,2
