Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,22.6,2385.2365,36.125,2
1,45.05,3309.2905,36.125,2
2,36.4,3270.5175,36.125,2
3,18.4,2757.0845,36.125,2
4,21.5,3308.027,36.125,2
5,25.0,3302.022,36.125,2
6,24.799999999999997,2075.219,36.125,2
7,56.5,3281.937,36.125,2
8,18.05,1657.3249999999998,36.125,2
9,26.2,2383.3334999999997,36.125,2
10,21.4,3300.388,36.125,2
11,21.0,3306.866,36.125,2
12,19.4,2714.117,36.125,2
13,40.8,2752.6544999999996,36.125,2
14,24.1,2387.0240000000003,36.125,2
15,27.15,3305.721,36.125,2
16,23.85,2384.5969999999998,36.125,2
17,22.45,2794.1965,36.125,2
18,27.4,3256.472,36.125,2
19,19.8,2273.2079999999996,36.125,2
20,22.85,2810.715,36.125,2
21,16.85,2811.532,36.125,2
22,18.5,2068.504,36.125,2
23,20.1,3289.3655,36.125,2
24,26.95,1681.2955000000002,36.125,2
25,45.35,2378.859,36.125,2
26,28.1,3296.293,36.125,2
27,21.8,3300.6395,36.125,2
28,22.25,3212.9905,36.125,2
29,39.2,2749.9075000000003,36.125,2
30,17.6,2379.5365,36.125,2
31,61.35,3299.3869999999997,36.125,2
