Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,20.6,2374.9125,34.75,2
1,28.25,3221.4505,34.75,2
2,28.35,2520.58,34.75,2
3,30.4,3299.0119999999997,34.75,2
4,22.6,3292.013,34.75,2
5,23.4,3284.7295,34.75,2
6,24.0,3295.9645,34.75,2
7,35.3,3007.848,34.75,2
8,37.25,2342.0785,34.75,2
9,23.75,2889.4515,34.75,2
10,22.75,2882.906,34.75,2
11,19.8,2517.75,34.75,2
12,23.05,3275.239,34.75,2
13,47.2,3157.9660000000003,34.75,2
14,46.1,2866.7235,34.75,2
15,22.0,3006.771,34.75,2
16,22.2,2237.663,34.75,2
17,52.65,2852.843,34.75,2
18,25.15,2466.224,34.75,2
19,20.4,2854.4475,34.75,2
20,15.9,3282.3615,34.75,2
21,19.4,3291.0969999999998,34.75,2
22,24.6,3285.8019999999997,34.75,2
23,29.5,3152.4865,34.75,2
24,22.75,2715.9764999999998,34.75,2
25,20.15,2784.157,34.75,2
26,25.25,2860.6195,34.75,2
27,41.35,2496.5420000000004,34.75,2
28,20.9,3224.9764999999998,34.75,2
29,23.15,3086.656,34.75,2
30,2.0,2736.2960000000003,34.75,2
31,40.0,2988.947,34.75,2
