Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,22.7,3217.3595,35.125,2
1,11.5,3295.202,35.125,2
2,2.0,3058.686,35.125,2
3,36.5,2663.5665,35.125,2
4,9.6,3075.1065,35.125,2
5,11.1,3297.049,35.125,2
6,11.6,2827.387,35.125,2
7,22.1,3174.2805,35.125,2
8,23.6,3299.259,35.125,2
9,28.5,2372.748,35.125,2
10,1.0,3299.9465,35.125,2
11,19.9,3299.828,35.125,2
12,3.95,3299.982,35.125,2
13,22.1,3296.8255,35.125,2
14,11.5,3298.4845,35.125,2
15,16.75,3300.0825,35.125,2
16,14.55,3111.478,35.125,2
17,21.7,3295.1605,35.125,2
18,56.15,3080.188,35.125,2
19,14.65,2680.116,35.125,2
20,12.5,3085.344,35.125,2
21,22.1,3298.3315000000002,35.125,2
22,19.2,3023.0025,35.125,2
23,12.0,3073.9674999999997,35.125,2
24,18.5,3298.103,35.125,2
25,6.5,2360.7309999999998,35.125,2
26,22.2,3298.3115,35.125,2
27,0.5,3291.9449999999997,35.125,2
28,31.4,3297.2995,35.125,2
29,1.5,3295.578,35.125,2
30,11.5,3298.3655,35.125,2
31,28.0,3299.1679999999997,35.125,2
