Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,32.3,3011.303,35.9375,2
1,28.0,2451.0335,35.9375,2
2,50.7,2452.1835,35.9375,2
3,31.65,2876.2844999999998,35.9375,2
4,32.85,2378.426,35.9375,2
5,27.05,2107.9035,35.9375,2
6,30.0,2446.221,35.9375,2
7,47.3,2043.2330000000002,35.9375,2
8,44.35,1531.675,35.9375,2
9,43.05,2452.0065,35.9375,2
10,30.0,1613.654,35.9375,2
11,32.65,2462.4335,35.9375,2
12,41.0,2453.0615,35.9375,2
13,34.3,3286.2264999999998,35.9375,2
14,28.7,2082.863,35.9375,2
15,37.5,2450.5125,35.9375,2
16,30.3,2682.567,35.9375,2
17,36.95,2446.9765,35.9375,2
18,30.9,2164.7125,35.9375,2
19,26.5,2935.8255,35.9375,2
20,36.3,2320.807,35.9375,2
21,31.15,2284.017,35.9375,2
22,34.0,2297.6684999999998,35.9375,2
23,38.150000000000006,2199.5275,35.9375,2
24,27.4,1713.7165,35.9375,2
25,30.85,2490.434,35.9375,2
26,33.8,1662.0655000000002,35.9375,2
27,35.65,2481.4390000000003,35.9375,2
28,26.75,2622.3554999999997,35.9375,2
29,44.2,2510.982,35.9375,2
30,29.35,2502.171,35.9375,2
31,24.5,2980.172,35.9375,2
