Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,20.2,2353.9635,34.0,2
1,16.5,2842.9880000000003,34.0,2
2,18.3,2852.285,34.0,2
3,19.9,2650.645,34.0,2
4,23.0,2595.633,34.0,2
5,18.6,2869.2775,34.0,2
6,20.5,2772.288,34.0,2
7,10.5,2605.423,34.0,2
8,17.9,2492.9655000000002,34.0,2
9,20.6,2507.8455,34.0,2
10,22.7,2655.867,34.0,2
11,17.0,2596.6184999999996,34.0,2
12,41.05,2881.777,34.0,2
13,20.5,2513.6625,34.0,2
14,18.7,2692.058,34.0,2
15,37.65,3001.2445,34.0,2
16,17.45,2356.2690000000002,34.0,2
17,51.6,3052.9025,34.0,2
18,20.4,2716.4515,34.0,2
19,22.1,2556.468,34.0,2
20,26.15,2682.162,34.0,2
21,50.4,3058.5519999999997,34.0,2
22,21.4,2894.2695,34.0,2
23,16.4,2713.4215000000004,34.0,2
24,21.5,2366.7395,34.0,2
25,17.0,2571.4465,34.0,2
26,13.9,2834.8244999999997,34.0,2
27,9.0,2824.4215,34.0,2
28,21.5,2800.4475,34.0,2
29,36.0,2683.9315,34.0,2
30,20.75,2681.503,34.0,2
31,23.0,3060.1715000000004,34.0,2
