Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,20.05,2806.826,36.25,2
1,11.95,2990.5775000000003,36.25,2
2,16.05,2738.652,36.25,2
3,12.0,2581.6000000000004,36.25,2
4,11.2,3053.6665000000003,36.25,2
5,50.55,2827.0924999999997,36.25,2
6,27.799999999999997,2809.215,36.25,2
7,13.5,2688.4755,36.25,2
8,38.0,2962.133,36.25,2
9,16.95,2741.2895,36.25,2
10,9.5,2657.6835,36.25,2
11,11.65,2681.5265,36.25,2
12,33.05,2734.313,36.25,2
13,15.5,2689.941,36.25,2
14,11.95,2659.069,36.25,2
15,38.5,3132.693,36.25,2
16,15.05,2516.3875,36.25,2
17,7.55,3001.522,36.25,2
18,17.1,2611.2569999999996,36.25,2
19,12.0,2490.423,36.25,2
20,18.4,2551.539,36.25,2
21,12.45,2998.389,36.25,2
22,35.75,2756.675,36.25,2
23,11.1,2700.3215,36.25,2
24,11.1,2595.2015,36.25,2
25,8.45,2428.6530000000002,36.25,2
26,10.05,2654.1785,36.25,2
27,13.1,2526.8525,36.25,2
28,29.75,2749.1535000000003,36.25,2
29,13.5,2793.6144999999997,36.25,2
30,27.8,2712.7545,36.25,2
31,28.049999999999997,3151.419,36.25,2
