Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,16.2,3030.193,34.9375,2
1,25.25,2767.4195,34.9375,2
2,22.35,3307.4805,34.9375,2
3,22.15,2761.8505,34.9375,2
4,24.0,2855.1315,34.9375,2
5,56.4,3297.775,34.9375,2
6,19.4,2794.475,34.9375,2
7,21.1,2788.9849999999997,34.9375,2
8,24.75,3170.1324999999997,34.9375,2
9,13.05,3269.4065,34.9375,2
10,30.0,3297.536,34.9375,2
11,26.15,2857.1355,34.9375,2
12,39.0,2336.648,34.9375,2
13,23.95,2734.1485000000002,34.9375,2
14,25.15,2843.9885,34.9375,2
15,24.95,3286.702,34.9375,2
16,8.55,2740.6495,34.9375,2
17,48.5,2795.5209999999997,34.9375,2
18,22.1,3282.745,34.9375,2
19,20.4,3296.844,34.9375,2
20,15.45,2996.544,34.9375,2
21,18.6,3296.668,34.9375,2
22,19.0,3303.3255,34.9375,2
23,21.0,2847.2375,34.9375,2
24,29.7,3255.8765000000003,34.9375,2
25,37.75,2801.1565,34.9375,2
26,16.9,3300.4635,34.9375,2
27,17.0,3299.737,34.9375,2
28,24.05,2762.7455,34.9375,2
29,19.4,2744.0485,34.9375,2
30,22.0,2887.1695,34.9375,2
31,34.4,3301.1105,34.9375,2
