Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,22.0,2294.0185,35.6875,2
1,49.5,3084.9719999999998,35.6875,2
2,17.5,2547.15,35.6875,2
3,21.1,2780.232,35.6875,2
4,20.5,2576.817,35.6875,2
5,21.7,2607.828,35.6875,2
6,23.35,3215.0204999999996,35.6875,2
7,17.55,2557.7705,35.6875,2
8,26.05,2738.406,35.6875,2
9,52.75,2377.4984999999997,35.6875,2
10,35.3,2973.372,35.6875,2
11,24.85,3306.9415,35.6875,2
12,20.4,2270.8419999999996,35.6875,2
13,49.6,3294.728,35.6875,2
14,27.15,2764.151,35.6875,2
15,31.0,3297.944,35.6875,2
16,21.1,2549.1455,35.6875,2
17,28.5,2803.163,35.6875,2
18,23.9,2548.1815,35.6875,2
19,16.0,2464.9359999999997,35.6875,2
20,21.9,2547.416,35.6875,2
21,17.2,2465.318,35.6875,2
22,57.15,3073.7065000000002,35.6875,2
23,23.15,2521.0389999999998,35.6875,2
24,24.1,2738.5635,35.6875,2
25,23.0,1944.6685000000002,35.6875,2
26,19.5,3028.9145,35.6875,2
27,19.6,3294.8705,35.6875,2
28,24.4,2508.1525,35.6875,2
29,12.1,3294.526,35.6875,2
30,34.0,2971.112,35.6875,2
31,13.55,3295.398,35.6875,2
