Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,15.850000000000001,2767.0420000000004,34.625,2
1,10.5,2752.6295,34.625,2
2,12.0,3295.04,34.625,2
3,27.55,3286.5164999999997,34.625,2
4,24.5,3298.851,34.625,2
5,18.6,2382.2484999999997,34.625,2
6,22.0,2445.1994999999997,34.625,2
7,13.4,3296.638,34.625,2
8,9.6,1650.8,34.625,2
9,10.55,2392.2775,34.625,2
10,7.55,1974.2165,34.625,2
11,9.0,2764.4775,34.625,2
12,27.5,2557.5635,34.625,2
13,12.0,3296.9685,34.625,2
14,9.5,1941.5915,34.625,2
15,34.8,2646.8445,34.625,2
16,21.15,2964.0245,34.625,2
17,22.5,2409.5344999999998,34.625,2
18,18.65,3252.755,34.625,2
19,12.05,3297.6215,34.625,2
20,30.65,3297.393,34.625,2
21,30.799999999999997,2381.8035,34.625,2
22,7.6,1989.989,34.625,2
23,11.95,3297.6285,34.625,2
24,30.5,1629.167,34.625,2
25,9.1,1682.8805,34.625,2
26,9.5,2347.63,34.625,2
27,11.5,3297.6005,34.625,2
28,38.349999999999994,3232.0299999999997,34.625,2
29,10.95,3292.919,34.625,2
30,10.95,2465.4195,34.625,2
31,11.0,3298.822,34.625,2
