Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,23.5,2745.5280000000002,34.625,2
1,17.1,3007.2705,34.625,2
2,17.1,2702.5474999999997,34.625,2
3,38.0,2774.942,34.625,2
4,13.1,2842.8765,34.625,2
5,17.2,2797.7375,34.625,2
6,12.35,2572.5595,34.625,2
7,17.5,2565.795,34.625,2
8,26.0,3019.9764999999998,34.625,2
9,20.1,2421.568,34.625,2
10,43.75,2850.8774999999996,34.625,2
11,30.05,3005.7475,34.625,2
12,11.55,2689.901,34.625,2
13,14.55,2517.776,34.625,2
14,13.0,2812.6075,34.625,2
15,36.2,2958.784,34.625,2
16,22.75,2626.1205,34.625,2
17,28.5,2972.4844999999996,34.625,2
18,11.95,2737.477,34.625,2
19,13.9,2563.051,34.625,2
20,47.2,2827.084,34.625,2
21,13.55,2731.849,34.625,2
22,14.649999999999999,2576.284,34.625,2
23,11.55,2670.449,34.625,2
24,24.0,2996.1369999999997,34.625,2
25,14.55,2375.6220000000003,34.625,2
26,5.55,2889.1425,34.625,2
27,8.55,2889.8195,34.625,2
28,37.0,2921.9475,34.625,2
29,18.15,2508.2754999999997,34.625,2
30,11.5,2606.583,34.625,2
31,17.35,2963.0945,34.625,2
