Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,9.35,3298.759,34.6875,2
1,43.4,3292.1440000000002,34.6875,2
2,8.0,2570.1785,34.6875,2
3,7.05,1960.921,34.6875,2
4,16.55,2663.2265,34.6875,2
5,7.0,2504.6935000000003,34.6875,2
6,10.149999999999999,2471.4115,34.6875,2
7,20.900000000000002,3288.5344999999998,34.6875,2
8,11.149999999999999,2383.196,34.6875,2
9,21.7,3299.4935,34.6875,2
10,16.15,2077.7445,34.6875,2
11,47.75,3298.9485,34.6875,2
12,10.0,3299.3965,34.6875,2
13,46.35,2658.741,34.6875,2
14,8.1,3298.953,34.6875,2
15,11.1,3299.386,34.6875,2
16,8.55,3298.9094999999998,34.6875,2
17,3.5,3298.8959999999997,34.6875,2
18,2.05,2391.195,34.6875,2
19,34.65,2747.0265,34.6875,2
20,10.5,2397.8424999999997,34.6875,2
21,11.55,2754.366,34.6875,2
22,11.1,2472.4615,34.6875,2
23,22.05,3295.6980000000003,34.6875,2
24,11.649999999999999,2382.9335,34.6875,2
25,24.8,3298.7405,34.6875,2
26,14.55,2562.3855,34.6875,2
27,3.5,3298.534,34.6875,2
28,3.5,3296.8005,34.6875,2
29,17.4,3285.7039999999997,34.6875,2
30,4.0,3298.953,34.6875,2
31,3.5,3299.0135,34.6875,2
