Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,40.35,1988.5950000000003,35.0,2
1,45.95,2936.3265,35.0,2
2,13.649999999999999,3304.8235,35.0,2
3,21.0,3282.96,35.0,2
4,10.1,3301.2225,35.0,2
5,24.55,2384.85,35.0,2
6,20.2,3285.2455,35.0,2
7,13.55,3300.0755,35.0,2
8,18.6,3306.8,35.0,2
9,10.1,1835.827,35.0,2
10,16.45,3304.8599999999997,35.0,2
11,13.0,1889.0325,35.0,2
12,9.45,3298.6580000000004,35.0,2
13,26.5,3306.837,35.0,2
14,9.95,2471.91,35.0,2
15,33.7,3301.1575000000003,35.0,2
16,12.5,3297.52,35.0,2
17,24.35,2980.783,35.0,2
18,13.55,3293.9595,35.0,2
19,11.15,3301.698,35.0,2
20,17.1,3297.4894999999997,35.0,2
21,15.100000000000001,2380.627,35.0,2
22,9.1,3218.185,35.0,2
23,12.0,3297.0105000000003,35.0,2
24,14.9,3300.3655,35.0,2
25,52.95,1546.961,35.0,2
26,16.4,3292.7264999999998,35.0,2
27,8.95,1885.0045,35.0,2
28,16.5,3290.7465,35.0,2
29,32.5,3299.901,35.0,2
30,22.75,2475.3595,35.0,2
31,31.5,3294.631,35.0,2
