Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,10.05,1705.335,34.5,2
1,41.8,3273.0335,34.5,2
2,20.3,3298.7675,34.5,2
3,18.05,2362.706,34.5,2
4,21.3,3303.9325,34.5,2
5,18.25,3301.5855,34.5,2
6,21.0,3298.4399999999996,34.5,2
7,25.9,3028.8075,34.5,2
8,32.5,1670.9045,34.5,2
9,18.45,3299.4015,34.5,2
10,36.7,3295.4314999999997,34.5,2
11,18.35,2797.5225,34.5,2
12,16.4,3043.8675000000003,34.5,2
13,45.5,3294.7690000000002,34.5,2
14,19.200000000000003,3307.5389999999998,34.5,2
15,17.9,3308.343,34.5,2
16,19.0,2473.46,34.5,2
17,19.4,3299.5535,34.5,2
18,19.35,3299.1040000000003,34.5,2
19,37.35,2376.7385,34.5,2
20,19.0,3300.4465,34.5,2
21,22.4,3300.5,34.5,2
22,15.45,3297.0295,34.5,2
23,41.9,3076.1315,34.5,2
24,18.0,2396.171,34.5,2
25,20.6,3300.6455,34.5,2
26,15.9,3304.12,34.5,2
27,22.1,3296.6279999999997,34.5,2
28,17.15,2772.7675,34.5,2
29,15.0,3302.281,34.5,2
30,31.0,3303.3305,34.5,2
31,16.25,3295.754,34.5,2
