Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,23.15,1489.33,35.25,2
1,21.4,1500.905,35.25,2
2,42.5,1884.457,35.25,2
3,16.450000000000003,2389.1225,35.25,2
4,16.9,2756.591,35.25,2
5,52.45,2752.0294999999996,35.25,2
6,30.8,2383.386,35.25,2
7,22.3,2258.2045,35.25,2
8,39.9,2382.928,35.25,2
9,24.55,2386.3635,35.25,2
10,21.8,2209.9049999999997,35.25,2
11,22.4,1977.582,35.25,2
12,38.0,1844.0194999999999,35.25,2
13,6.55,1501.4505,35.25,2
14,45.75,2776.085,35.25,2
15,24.4,2746.9105,35.25,2
16,17.6,1498.3745,35.25,2
17,22.15,1498.5235,35.25,2
18,24.9,1886.3325,35.25,2
19,10.9,2353.5434999999998,35.25,2
20,21.8,2753.5975,35.25,2
21,27.95,2747.3824999999997,35.25,2
22,19.1,2382.0755,35.25,2
23,21.9,3291.92,35.25,2
24,36.0,2380.8540000000003,35.25,2
25,27.8,2382.538,35.25,2
26,19.0,3168.7805,35.25,2
27,19.9,2228.3215,35.25,2
28,15.850000000000001,1852.1525000000001,35.25,2
29,40.3,1497.7755,35.25,2
30,21.4,2704.168,35.25,2
31,17.25,3281.888,35.25,2
