Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,16.65,2715.5635,35.0625,2
1,28.55,3037.6184999999996,35.0625,2
2,14.0,2632.316,35.0625,2
3,28.2,3050.415,35.0625,2
4,14.149999999999999,2507.317,35.0625,2
5,9.55,2624.688,35.0625,2
6,16.5,3022.1800000000003,35.0625,2
7,11.45,2522.474,35.0625,2
8,27.0,2754.8869999999997,35.0625,2
9,7.45,2555.4695,35.0625,2
10,52.3,3150.297,35.0625,2
11,31.75,2867.0765,35.0625,2
12,7.45,2812.516,35.0625,2
13,12.5,2572.4275,35.0625,2
14,30.55,3099.0785,35.0625,2
15,15.4,2667.1495,35.0625,2
16,18.4,2749.364,35.0625,2
17,33.15,2942.1639999999998,35.0625,2
18,13.5,2838.334,35.0625,2
19,21.1,2770.313,35.0625,2
20,19.8,2642.751,35.0625,2
21,12.0,2658.2754999999997,35.0625,2
22,11.0,2741.9865,35.0625,2
23,7.55,2511.901,35.0625,2
24,14.05,2280.661,35.0625,2
25,13.1,2593.641,35.0625,2
26,8.5,2936.826,35.0625,2
27,10.05,2845.368,35.0625,2
28,10.4,2730.5069999999996,35.0625,2
29,8.45,2558.663,35.0625,2
30,36.5,3026.9175,35.0625,2
31,13.55,2568.588,35.0625,2
