Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,20.1,2720.301,35.5625,2
1,19.2,2565.3815,35.5625,2
2,20.0,2971.4065,35.5625,2
3,20.8,2474.1935,35.5625,2
4,38.8,2885.9314999999997,35.5625,2
5,18.9,2685.8615,35.5625,2
6,19.6,2774.8644999999997,35.5625,2
7,21.9,2749.293,35.5625,2
8,22.1,2334.6015,35.5625,2
9,30.9,2954.151,35.5625,2
10,25.85,3299.0190000000002,35.5625,2
11,18.45,2963.6115,35.5625,2
12,19.2,2036.6464999999998,35.5625,2
13,21.6,3023.9480000000003,35.5625,2
14,31.95,3301.3785,35.5625,2
15,57.05,3298.473,35.5625,2
16,40.15,1713.383,35.5625,2
17,22.5,3032.4224999999997,35.5625,2
18,33.9,3296.142,35.5625,2
19,21.6,2954.532,35.5625,2
20,14.850000000000001,3296.6459999999997,35.5625,2
21,21.4,2748.6684999999998,35.5625,2
22,19.4,2750.2110000000002,35.5625,2
23,56.4,3297.4945,35.5625,2
24,21.9,2368.0815000000002,35.5625,2
25,42.4,2748.0325000000003,35.5625,2
26,22.2,3300.0755,35.5625,2
27,18.1,2240.7615,35.5625,2
28,16.0,2538.823,35.5625,2
29,21.1,3299.6645,35.5625,2
30,20.6,3300.0625,35.5625,2
31,15.55,3293.5525,35.5625,2
