Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,21.4,3270.9025,35.5625,2
1,31.5,2733.9385,35.5625,2
2,19.1,2750.1965,35.5625,2
3,15.05,3290.3810000000003,35.5625,2
4,19.4,2657.761,35.5625,2
5,14.5,2374.9455,35.5625,2
6,15.4,2745.9235,35.5625,2
7,27.0,2397.5915,35.5625,2
8,30.85,3279.8805,35.5625,2
9,14.55,3299.6769999999997,35.5625,2
10,35.35,3283.1875,35.5625,2
11,23.6,3300.6675,35.5625,2
12,31.45,3293.721,35.5625,2
13,15.55,3299.9404999999997,35.5625,2
14,44.45,3281.1835,35.5625,2
15,38.1,3280.558,35.5625,2
16,51.0,3273.2830000000004,35.5625,2
17,23.200000000000003,2665.24,35.5625,2
18,9.9,2461.6485000000002,35.5625,2
19,20.8,2909.7985,35.5625,2
20,22.75,2656.0029999999997,35.5625,2
21,26.950000000000003,2390.476,35.5625,2
22,9.5,2745.4455,35.5625,2
23,10.850000000000001,2401.8285,35.5625,2
24,13.0,3307.318,35.5625,2
25,15.55,3291.351,35.5625,2
26,15.649999999999999,3298.172,35.5625,2
27,17.9,3292.7304999999997,35.5625,2
28,18.1,3300.7309999999998,35.5625,2
29,21.799999999999997,3293.416,35.5625,2
30,16.0,3295.5205,35.5625,2
31,14.149999999999999,3307.0950000000003,35.5625,2
