Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,15.0,2511.496,34.75,2
1,30.799999999999997,2532.567,34.75,2
2,21.0,2383.598,34.75,2
3,10.0,2107.3475,34.75,2
4,13.5,2382.084,34.75,2
5,15.3,3300.032,34.75,2
6,10.95,2435.6800000000003,34.75,2
7,9.45,2474.533,34.75,2
8,9.05,2573.1705,34.75,2
9,9.45,3255.4755,34.75,2
10,12.0,1797.6815000000001,34.75,2
11,9.95,2004.8694999999998,34.75,2
12,11.6,2474.8815,34.75,2
13,29.0,3238.688,34.75,2
14,21.5,2785.2155000000002,34.75,2
15,33.25,2380.995,34.75,2
16,15.55,2659.4825,34.75,2
17,10.95,2790.7495,34.75,2
18,6.05,2380.9365,34.75,2
19,41.6,2342.9745000000003,34.75,2
20,20.35,2371.149,34.75,2
21,8.05,3301.4845,34.75,2
22,11.4,2466.459,34.75,2
23,24.3,2463.427,34.75,2
24,29.8,2592.022,34.75,2
25,7.0,2702.5745,34.75,2
26,10.5,2050.7565,34.75,2
27,10.0,1980.2205,34.75,2
28,34.7,2476.7275,34.75,2
29,7.5,2650.3235,34.75,2
30,37.75,2735.21,34.75,2
31,11.55,2377.9265,34.75,2
