Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,15.45,2796.349,35.0,2
1,17.1,3307.6775,35.0,2
2,50.1,2044.8435,35.0,2
3,12.9,3304.4435000000003,35.0,2
4,11.1,2755.477,35.0,2
5,14.149999999999999,2540.4359999999997,35.0,2
6,11.0,2748.3195,35.0,2
7,20.05,3307.7794999999996,35.0,2
8,13.149999999999999,1499.121,35.0,2
9,33.3,2675.8985,35.0,2
10,22.0,2036.35,35.0,2
11,16.6,1703.558,35.0,2
12,8.0,2713.8855000000003,35.0,2
13,36.0,1767.4345,35.0,2
14,8.5,3080.8785,35.0,2
15,30.6,2646.7799999999997,35.0,2
16,16.05,3267.794,35.0,2
17,3.05,3301.489,35.0,2
18,22.549999999999997,1922.969,35.0,2
19,18.9,2515.8230000000003,35.0,2
20,14.05,2366.936,35.0,2
21,19.1,2814.9309999999996,35.0,2
22,51.300000000000004,2723.4915,35.0,2
23,18.7,2783.228,35.0,2
24,12.6,1593.8045,35.0,2
25,11.6,2691.4465,35.0,2
26,11.0,2438.697,35.0,2
27,12.649999999999999,2114.7365,35.0,2
28,11.6,3071.2560000000003,35.0,2
29,11.9,2150.525,35.0,2
30,24.1,3253.3334999999997,35.0,2
31,9.45,3112.9089999999997,35.0,2
