Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,23.5,3272.828,35.25,2
1,21.6,3285.5465,35.25,2
2,19.7,3232.6405,35.25,2
3,23.15,3303.1,35.25,2
4,20.1,3228.5654999999997,35.25,2
5,48.35,3207.6925,35.25,2
6,20.5,3236.3815,35.25,2
7,19.1,2764.0775,35.25,2
8,25.05,2369.8445,35.25,2
9,20.1,1568.4565,35.25,2
10,15.75,3300.0425,35.25,2
11,25.65,3295.49,35.25,2
12,27.1,3266.8545000000004,35.25,2
13,17.6,3297.8059999999996,35.25,2
14,12.05,2391.5795,35.25,2
15,55.5,3210.3435,35.25,2
16,51.349999999999994,3282.2525,35.25,2
17,21.6,3238.057,35.25,2
18,19.799999999999997,3243.8010000000004,35.25,2
19,19.4,3174.0705,35.25,2
20,18.6,3238.2775,35.25,2
21,28.15,3059.1905,35.25,2
22,19.1,3247.717,35.25,2
23,22.0,2760.2245,35.25,2
24,19.6,2381.3205,35.25,2
25,36.8,2335.2805,35.25,2
26,31.8,3177.3810000000003,35.25,2
27,10.1,3091.428,35.25,2
28,16.6,3157.9115,35.25,2
29,17.0,3298.3585000000003,35.25,2
30,18.5,2371.691,35.25,2
31,10.0,3291.45,35.25,2
