Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,18.7,1899.0880000000002,35.0,2
1,35.1,3269.3225,35.0,2
2,22.55,2543.117,35.0,2
3,15.6,3299.4735,35.0,2
4,14.9,2835.0295,35.0,2
5,31.6,3300.7605000000003,35.0,2
6,14.350000000000001,2489.2124999999996,35.0,2
7,17.8,2665.5715,35.0,2
8,21.0,2675.9035,35.0,2
9,17.6,2407.466,35.0,2
10,15.95,3015.723,35.0,2
11,18.5,3286.7045,35.0,2
12,59.8,2432.8015,35.0,2
13,18.8,3300.0105,35.0,2
14,15.9,2535.2795,35.0,2
15,52.25,3303.9195,35.0,2
16,18.0,1909.7365,35.0,2
17,38.4,3260.1645,35.0,2
18,22.75,2548.5385,35.0,2
19,14.9,3295.1475,35.0,2
20,16.65,1915.063,35.0,2
21,31.1,2811.9705,35.0,2
22,16.5,2474.0245,35.0,2
23,16.0,2377.4575,35.0,2
24,18.2,2157.548,35.0,2
25,17.5,2066.084,35.0,2
26,21.0,3179.7455,35.0,2
27,32.95,3191.7375,35.0,2
28,21.1,2288.81,35.0,2
29,27.3,3296.4395000000004,35.0,2
30,18.9,3231.1855,35.0,2
31,21.1,3295.2325,35.0,2
