Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,56.7,3285.005,35.5625,2
1,26.15,3307.6899999999996,35.5625,2
2,31.700000000000003,2751.0420000000004,35.5625,2
3,29.35,3310.998,35.5625,2
4,29.2,3306.3055,35.5625,2
5,42.1,3275.413,35.5625,2
6,23.0,3305.246,35.5625,2
7,26.25,2387.882,35.5625,2
8,29.65,3306.1189999999997,35.5625,2
9,18.1,3266.3805,35.5625,2
10,17.700000000000003,3308.3914999999997,35.5625,2
11,41.5,2822.4584999999997,35.5625,2
12,36.0,3269.139,35.5625,2
13,33.2,3309.352,35.5625,2
14,18.65,3308.9725,35.5625,2
15,28.0,3306.7715,35.5625,2
16,26.65,3110.9494999999997,35.5625,2
17,24.95,3290.0755,35.5625,2
18,23.9,2782.371,35.5625,2
19,25.4,3293.041,35.5625,2
20,27.75,3307.202,35.5625,2
21,26.85,3297.889,35.5625,2
22,29.9,3012.3715,35.5625,2
23,32.65,2386.031,35.5625,2
24,24.1,3301.1324999999997,35.5625,2
25,38.2,3263.021,35.5625,2
26,62.85,3266.8685,35.5625,2
27,25.0,2739.714,35.5625,2
28,23.65,3297.726,35.5625,2
29,41.4,3300.29,35.5625,2
30,23.9,3306.2174999999997,35.5625,2
31,24.25,3295.4170000000004,35.5625,2
