pid,process_name,used_gpu_memory
28509,python3,606
28509,python3,2340
28509,python3,2926
28509,python3,2926
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3218
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3222
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,3224
28509,python3,48152
28509,[No data],47816
